r,t,y,CapitalInvestment
RE1,INDENEFFDP,2038,566.0921
RE1,INDENEFFDP,2039,516.544
RE1,INDENEFFDP,2040,560.338
RE1,INDENEFFDP,2041,519.2352
RE1,INDENEFFDP,2042,407.1534
RE1,INDENEFFDP,2043,434.1437
RE1,INDENEFFDP,2044,1264.9437
RE1,INDENEFFDP,2045,585.7781
RE1,INDENEFFDP,2046,1448.7208
RE1,INDENEFFDP,2047,698.488
RE1,INDENEFFDP,2048,974.3126
RE1,INDENEFFDP,2049,949.8057
RE1,INDENEFFDP,2050,1020.1188
RE1,INDENEFFDP,2051,804.8579
RE1,INDENEFFDP,2052,702.5781
RE1,INDENEFFDP,2053,739.702
RE1,INDENEFFDP,2054,1580.9789
RE1,INDENEFFDP,2055,912.6501
RE1,INDENEFFDP,2056,1786.8023
RE1,INDENEFFDP,2057,1048.16
RE1,INDENEFFDP,2058,1335.9846
RE1,INDENEFFDP,2059,1323.8866
RE1,INDENEFFDP,2060,1407.0475
RE1,INDENEFFDP,2061,1081.9585
RE1,INDENEFFDP,2062,986.2657
RE1,INDENEFFDP,2063,1030.1498
RE1,INDENEFFDP,2064,1878.3512
RE1,INDENEFFDP,2065,1217.1274
RE1,INDENEFFDP,2066,2098.5576
RE1,INDENEFFDP,2067,1367.3743
RE1,INDENEFFDP,2068,1662.8426
RE1,INDENEFFDP,2069,1658.5848
RE1,INDENEFFDP,2070,1749.7793
RE1,DEMINDHEEH,2021,2.4395
RE1,DEMINDHEEH,2049,121.9056
RE1,DEMINDHEEH,2050,47.8645
RE1,DEMINDHEEH,2058,3.8536
RE1,DEMINDHEEH,2059,11.0371
RE1,DEMINDHEEH,2062,3.1083
RE1,DEMINDHEEH,2063,3.1605
RE1,DEMINDHEEH,2064,125.2644
RE1,DEMINDHEEH,2065,54.4385
RE1,DEMINDHEEH,2067,3.371
RE1,DEMINDHEEH,2068,3.4285
RE1,DEMINDHEEH,2069,3.4872
RE1,DEMINDHEEH,2070,192.0508
RE1,DEMINDHEEL,2049,61.1909
RE1,DEMINDHEEL,2050,47.1734
RE1,DEMINDHEEL,2064,49.3154
RE1,DEMINDHEEL,2065,59.7367
RE1,DEMINDHEEL,2067,9.8198
RE1,DEMINDHEEL,2068,12.1745
RE1,DEMINDHECOA,2015,93.5694
RE1,DEMINDHECOA,2016,5.0103
RE1,DEMINDHECOA,2017,5.2782
RE1,DEMINDHECOA,2018,5.5608
RE1,DEMINDHECOA,2019,5.8581
RE1,DEMINDHECOA,2020,6.1725
RE1,DEMINDHECOA,2021,0.455
RE1,DEMINDHECOA,2022,0.2776
RE1,DEMINDHECOA,2023,0.0905
RE1,DEMINDHECOA,2025,16.0625
RE1,DEMINDHECOA,2026,13.1805
RE1,DEMINDHECOA,2030,58.3469
RE1,DEMINDHECOA,2031,0.8937
RE1,DEMINDHECOA,2032,1.1519
RE1,DEMINDHECOA,2033,1.3863
RE1,DEMINDHECOA,2034,47.4399
RE1,DEMINDHECOA,2035,59.8687
RE1,DEMINDHECOA,2036,7.2327
RE1,DEMINDHECOA,2037,7.2469
RE1,DEMINDHECOA,2043,33.8272
RE1,DEMINDHECOA,2044,7.5441
RE1,DEMINDHECOA,2045,49.2916
RE1,DEMINDHEOIL,2015,0.0005
RE1,DEMINDHEOIL,2022,8.7266
RE1,DEMINDHEOIL,2023,4.859
RE1,DEMINDHEOIL,2024,1.0061
RE1,DEMINDHEOIL,2027,22.0347
RE1,DEMINDHEOIL,2028,6.7344
RE1,DEMINDHEOIL,2029,7.1665
RE1,DEMINDHEOIL,2030,7.6189
RE1,DEMINDHEOIL,2031,6.7981
RE1,DEMINDHEOIL,2032,7.0891
RE1,DEMINDHEOIL,2033,7.4006
RE1,DEMINDHEOIL,2038,154.222
RE1,DEMINDHEOIL,2039,8.3848
RE1,DEMINDHEOIL,2040,7.5964
RE1,DEMINDHEOIL,2041,6.0624
RE1,DEMINDHEBIO,2015,13.0702
RE1,DEMINDHEBIO,2017,36.7378
RE1,DEMINDHEBIO,2018,36.7287
RE1,DEMINDHEBIO,2019,36.7174
RE1,DEMINDHEBIO,2020,36.7031
RE1,DEMINDHEBIO,2021,2.0227
RE1,DEMINDHEBIO,2022,2.0016
RE1,DEMINDHEBIO,2023,1.9841
RE1,DEMINDHEBIO,2024,1.9697
RE1,DEMINDHEBIO,2025,1.9582
RE1,DEMINDHEBIO,2026,1.7771
RE1,DEMINDHEBIO,2027,1.7737
RE1,DEMINDHEBIO,2028,1.772
RE1,DEMINDHEBIO,2029,1.772
RE1,DEMINDHEBIO,2030,14.7754
RE1,DEMINDHEBIO,2032,30.3225
RE1,DEMINDHEBIO,2033,33.8001
RE1,DEMINDHEBIO,2034,34.0002
RE1,DEMINDHEBIO,2035,41.6127
RE1,DEMINDHEBIO,2036,1.9716
RE1,DEMINDHEBIO,2037,1.9189
RE1,DEMINDHEBIO,2038,1.8735
RE1,DEMINDHEBIO,2039,1.8348
RE1,DEMINDHEBIO,2040,1.8014
RE1,DEMINDHEBIO,2041,0.9128
RE1,DEMINDHEBIO,2042,0.8917
RE1,DEMINDHEBIO,2043,0.8756
RE1,DEMINDHEBIO,2044,0.8633
RE1,DEMINDHEBIO,2045,13.7449
RE1,DEMINDHEBIO,2047,26.8698
RE1,DEMINDHEBIO,2048,31.9626
RE1,DEMRESCKNELC,2021,7.6779
RE1,DEMRESCKNELC,2022,5.5903
RE1,DEMRESCKNELC,2029,28.9282
RE1,DEMRESCKNELC,2030,40.5616
RE1,DEMRESCKNELC,2045,9.0319
RE1,DEMRESCKNELC,2046,25.6783
RE1,DEMRESCKNELC,2047,60.4726
RE1,DEMRESCKNELC,2048,93.173
RE1,DEMRESCKNELC,2049,61.2846
RE1,DEMRESCKNELC,2050,1.9011
RE1,DEMRESCKNELC,2056,19.9083
RE1,DEMRESCKNELC,2057,58.301
RE1,DEMRESCKNELC,2058,89.858
RE1,DEMRESCKNELC,2059,55.763
RE1,DEMRESCKNELC,2064,0.7985
RE1,DEMRESCKNELC,2065,13.9483
RE1,DEMRESCKNELC,2066,33.8615
RE1,DEMRESCKNELC,2067,67.4487
RE1,DEMRESCKNELC,2068,89.2361
RE1,DEMRESCKNELC,2069,51.7284
RE1,DEMRESCKNOIL,2015,0.0
RE1,DEMRESCKNOIL,2022,0.1732
RE1,DEMRESCKNOIL,2023,0.6304
RE1,DEMRESCKNOIL,2024,0.8907
RE1,DEMRESCKNOIL,2025,0.3374
RE1,DEMRESCKNOIL,2026,0.5825
RE1,DEMRESCKNOIL,2027,0.739
RE1,DEMRESCKNOIL,2028,0.3899
RE1,DEMRESCKNOIL,2033,1.0669
RE1,DEMRESCKNOIL,2034,2.1674
RE1,DEMRESCKNOIL,2035,1.3363
RE1,DEMRESCKNOIL,2036,1.3161
RE1,DEMRESCKNOIL,2037,2.6093
RE1,DEMRESCKNOIL,2038,1.7547
RE1,DEMRESCKNOIL,2039,0.5759
RE1,DEMRESCKNOIL,2043,0.8985
RE1,DEMRESCKNOIL,2044,2.112
RE1,DEMRESCKNOIL,2045,0.5572
RE1,DEMRESCKNBIO,2015,0.0823
RE1,DEMRESCKNBIO,2016,0.0001
RE1,DEMRESCKNBIO,2017,0.2263
RE1,DEMRESCKNBIO,2018,0.2263
RE1,DEMRESCKNBIO,2019,0.2263
RE1,DEMRESCKNBIO,2020,0.2263
RE1,DEMRESCKNBIO,2027,0.0421
RE1,DEMRESCKNBIO,2028,0.1927
RE1,DEMRESCKNBIO,2029,0.1919
RE1,DEMRESCKNBIO,2030,0.191
RE1,DEMRESHEBIO,2015,21.1479
RE1,DEMRESHEBIO,2016,0.0257
RE1,DEMRESHEBIO,2017,58.1226
RE1,DEMRESHEBIO,2018,58.1095
RE1,DEMRESHEBIO,2019,58.0933
RE1,DEMRESHEBIO,2020,58.0722
RE1,DEMRESHEBIO,2021,3.2224
RE1,DEMRESHEBIO,2022,3.1898
RE1,DEMRESHEBIO,2023,3.1628
RE1,DEMRESHEBIO,2024,3.1409
RE1,DEMRESHEBIO,2025,3.1235
RE1,DEMRESHEBIO,2026,2.8372
RE1,DEMRESHEBIO,2027,2.8326
RE1,DEMRESHEBIO,2028,2.8309
RE1,DEMRESHEBIO,2029,2.8319
RE1,DEMRESHEBIO,2030,23.8725
RE1,DEMRESHEBIO,2032,48.0317
RE1,DEMRESHEBIO,2033,53.4947
RE1,DEMRESHEBIO,2034,53.8139
RE1,DEMRESHEBIO,2035,65.8987
RE1,DEMRESHEBIO,2036,3.1759
RE1,DEMRESHEBIO,2037,3.0942
RE1,DEMRESHEBIO,2038,3.0242
RE1,DEMRESHEBIO,2039,1.3879
RE1,DEMRESHEBIO,2045,32.5793
RE1,DEMRESHEOIL,2039,0.463
RE1,DEMRESHEOIL,2040,45.3896
RE1,DEMRESHEOIL,2041,32.7293
RE1,DEMRESHEEL,2049,19.6628
RE1,DEMRESHEEL,2050,158.243
RE1,DEMRESHEEL,2064,6.4152
RE1,DEMRESHEEL,2065,138.1393
RE1,DEMRESHEEL,2068,22.3743
RE1,DEMRESHEEL,2069,42.3112
RE1,DEMCOMHEOIL,2040,0.6983
RE1,DEMCOMHEOIL,2041,0.419
RE1,DEMCOMHEOIL,2042,0.0291
RE1,DEMCOMHEOIL,2043,0.0293
RE1,DEMCOMHEBIO,2015,1.503
RE1,DEMCOMHEBIO,2016,0.0805
RE1,DEMCOMHEBIO,2017,0.0847
RE1,DEMCOMHEBIO,2018,0.0893
RE1,DEMCOMHEBIO,2019,0.094
RE1,DEMCOMHEBIO,2020,0.099
RE1,DEMCOMHEBIO,2021,0.0747
RE1,DEMCOMHEBIO,2022,0.077
RE1,DEMCOMHEBIO,2023,0.0793
RE1,DEMCOMHEBIO,2024,0.0818
RE1,DEMCOMHEBIO,2025,0.0843
RE1,DEMCOMHEBIO,2026,0.0846
RE1,DEMCOMHEBIO,2027,0.0873
RE1,DEMCOMHEBIO,2028,0.0901
RE1,DEMCOMHEBIO,2029,0.093
RE1,DEMCOMHEBIO,2030,1.5912
RE1,DEMCOMHEBIO,2031,0.1229
RE1,DEMCOMHEBIO,2032,0.1316
RE1,DEMCOMHEBIO,2033,0.1402
RE1,DEMCOMHEBIO,2034,0.1489
RE1,DEMCOMHEBIO,2035,0.2956
RE1,DEMCOMHEBIO,2036,0.1822
RE1,DEMCOMHEBIO,2037,0.1874
RE1,DEMCOMHEBIO,2038,0.1929
RE1,DEMCOMHEBIO,2039,0.1986
RE1,DEMCOMHEBIO,2045,2.6337
RE1,DEMCOMHEEL,2049,0.8926
RE1,DEMCOMHEEL,2050,2.8959
RE1,DEMCOMHEEL,2064,1.8159
RE1,DEMCOMHEEL,2065,2.9971
RE1,DEMCOMHEEL,2067,0.0628
RE1,DEMCOMHEEL,2068,0.0637
RE1,DEMCOMHEEL,2069,1.3966
RE1,BSTOPMCY,2015,7.3704
RE1,BSTOPMCY,2016,1.2425
RE1,BSTOPMCY,2017,11.8646
RE1,BSTOPMCY,2018,6.452
RE1,BSTOPMCY,2019,5.9877
RE1,BSTOPMCY,2020,9.024
RE1,BSTOPMCY,2040,2936096.7
RE1,BSTOPMCY,2041,6323334.2
RE1,BSTOPMCY,2042,2012781.0
RE1,BSTOPMCY,2043,5484440.7
RE1,BSTOPMCY,2044,17399480.0
RE1,BSTOPMCY,2045,20171889.0
RE1,BSTOPMCY,2046,26587736.0
RE1,BSTOPMCY,2047,37073189.0
RE1,BSTOPMCY,2048,26373787.0
RE1,BSTOPMCY,2049,42529227.0
RE1,BSTOPMCY,2050,47781050.0
RE1,BSTOPMCY,2051,43338654.0
RE1,BSTOPMCY,2052,49910631.0
RE1,BSTOPMCY,2053,39893588.0
RE1,BSTOPMCY,2054,39136486.0
RE1,BSTOPMCY,2055,42974452.0
RE1,BSTOPMCY,2056,37990406.0
RE1,BSTOPMCY,2057,49740356.0
RE1,BSTOPMCY,2058,36549723.0
RE1,BSTOPMCY,2059,28762088.0
RE1,BSTOPMCY,2060,35326298.0
RE1,BSTOPMCY,2061,26628586.0
RE1,BSTOPMCY,2062,23899973.0
RE1,BSTOPMCY,2063,22982965.0
RE1,BSTOPMCY,2064,37132018.0
RE1,BSTOPMCY,2065,37583786.0
RE1,BSTOPMCY,2066,26779766.0
RE1,BSTOPMCY,2067,26655948.0
RE1,BSTOPMCY,2068,42454785.0
RE1,BSTOPMCY,2069,22288773.0
RE1,BSTOPCAR,2039,2112853.9
RE1,BSTOPCAR,2040,2442284.0
RE1,BSTOPCAR,2041,9176927.1
RE1,BSTOPCAR,2042,20927197.0
RE1,BSTOPCAR,2043,25440201.0
RE1,BSTOPCAR,2044,8231279.4
RE1,BSTOPCAR,2045,25542660.0
RE1,BSTOPCAR,2046,22489944.0
RE1,BSTOPCAR,2047,27386713.0
RE1,BSTOPCAR,2048,40201532.0
RE1,BSTOPCAR,2049,47287694.0
RE1,BSTOPCAR,2050,31443114.0
RE1,BSTOPCAR,2051,49102601.0
RE1,BSTOPCAR,2052,30875212.0
RE1,BSTOPCAR,2053,50731799.0
RE1,BSTOPCAR,2054,50540107.0
RE1,BSTOPCAR,2055,45724328.0
RE1,BSTOPCAR,2056,49375213.0
RE1,BSTOPCAR,2057,33871521.0
RE1,BSTOPCAR,2058,34761641.0
RE1,BSTOPCAR,2059,41470203.0
RE1,BSTOPCAR,2060,33802948.0
RE1,BSTOPCAR,2061,41522340.0
RE1,BSTOPCAR,2062,43263037.0
RE1,BSTOPCAR,2063,43182074.0
RE1,BSTOPCAR,2064,28024431.0
RE1,BSTOPCAR,2065,26552944.0
RE1,BSTOPCAR,2066,36325517.0
RE1,BSTOPCAR,2067,35405563.0
RE1,BSTOPCAR,2068,18550012.0
RE1,BSTOPCAR,2069,37645764.0
RE1,BSTOPBUS,2039,2176531.9
RE1,BSTOPBUS,2040,6711857.4
RE1,BSTOPBUS,2041,3999110.6
RE1,BSTOPBUS,2042,4824646.6
RE1,BSTOPBUS,2043,5667499.7
RE1,BSTOPBUS,2044,20615068.0
RE1,BSTOPBUS,2045,11888528.0
RE1,BSTOPBUS,2046,22237537.0
RE1,BSTOPBUS,2047,23003278.0
RE1,BSTOPBUS,2048,37878547.0
RE1,BSTOPBUS,2049,38689932.0
RE1,BSTOPBUS,2050,39524338.0
RE1,BSTOPBUS,2051,26028109.0
RE1,BSTOPBUS,2052,37400162.0
RE1,BSTOPBUS,2053,27272135.0
RE1,BSTOPBUS,2054,27926394.0
RE1,BSTOPBUS,2055,28602725.0
RE1,BSTOPBUS,2056,29626529.0
RE1,BSTOPBUS,2057,33062013.0
RE1,BSTOPBUS,2058,45034487.0
RE1,BSTOPBUS,2059,45774635.0
RE1,BSTOPBUS,2060,46526900.0
RE1,BSTOPBUS,2061,47134160.0
RE1,BSTOPBUS,2062,47749314.0
RE1,BSTOPBUS,2063,48372530.0
RE1,BSTOPBUS,2064,49003924.0
RE1,BSTOPBUS,2065,49643663.0
RE1,BSTOPBUS,2066,50291867.0
RE1,BSTOPBUS,2067,50948674.0
RE1,BSTOPBUS,2068,51614218.0
RE1,BSTOPBUS,2069,52288665.0
RE1,BSTOPBUS,2070,33888800.0
RE1,TEC087,2015,0.0
RE1,TEC087,2016,0.0
RE1,TEC087,2017,0.0
RE1,TEC087,2018,0.0
RE1,TEC087,2019,0.0
RE1,TEC087,2020,0.0
RE1,TEC087,2021,0.0
RE1,TEC087,2022,0.0
RE1,TEC087,2023,0.0
RE1,TEC087,2024,0.0
RE1,TEC087,2025,0.0001
RE1,TEC087,2026,0.0001
RE1,TEC087,2027,0.0001
RE1,TEC087,2028,0.0002
RE1,TEC087,2029,0.0002
RE1,TEC087,2030,0.0002
RE1,TEC087,2031,0.0002
RE1,TEC087,2032,0.0002
RE1,TEC087,2033,0.0003
RE1,TEC087,2034,0.0003
RE1,TEC087,2035,0.0003
RE1,TEC087,2036,0.0004
RE1,TEC087,2037,0.0004
RE1,TEC087,2038,0.0004
RE1,TEC087,2039,0.0004
RE1,TEC087,2040,0.0004
RE1,TEC087,2041,0.0004
RE1,TEC087,2042,0.0005
RE1,TEC087,2043,0.0005
RE1,TEC087,2044,0.0005
RE1,TEC087,2045,0.0005
RE1,TEC087,2046,0.0005
RE1,TEC087,2047,0.0005
RE1,TEC087,2048,0.0005
RE1,TEC087,2049,0.0005
RE1,TEC087,2050,0.0007
RE1,TEC087,2051,0.0007
RE1,TEC087,2052,0.0007
RE1,TEC087,2053,0.0007
RE1,TEC087,2054,0.0007
RE1,TEC087,2055,0.0008
RE1,TEC087,2056,0.0008
RE1,TEC087,2057,0.0008
RE1,TEC087,2058,0.0008
RE1,TEC087,2059,0.0008
RE1,TEC087,2060,0.0009
RE1,TEC087,2061,0.0009
RE1,TEC087,2062,0.0009
RE1,TEC087,2063,0.0009
RE1,TEC087,2064,0.0009
RE1,TEC087,2065,0.001
RE1,TEC087,2066,0.001
RE1,TEC087,2067,0.001
RE1,TEC087,2068,0.001
RE1,TEC087,2069,0.001
RE1,TEC087,2070,0.0011
