r,t,y,AnnualFixedOperatingCost
RE1,DEMINDHECOA,2056,5.4763
RE1,DEMINDHECOA,2057,5.4763
RE1,DEMINDHECOA,2058,3.433
RE1,DEMINDHECOA,2059,2.9773
RE1,DEMINDHEOIL,2015,0.0
RE1,DEMINDHEOIL,2016,0.0
RE1,DEMINDHEOIL,2017,0.0
RE1,DEMINDHEOIL,2018,0.0
RE1,DEMINDHEOIL,2019,0.0
RE1,DEMINDHEOIL,2020,0.0
RE1,DEMINDHEOIL,2021,0.0
RE1,DEMINDHEOIL,2022,0.5271
RE1,DEMINDHEOIL,2023,0.8206
RE1,DEMINDHEOIL,2024,0.8814
RE1,DEMINDHEOIL,2025,0.8814
RE1,DEMINDHEOIL,2026,0.8814
RE1,DEMINDHEOIL,2027,2.2124
RE1,DEMINDHEOIL,2028,2.6191
RE1,DEMINDHEOIL,2029,3.052
RE1,DEMINDHEOIL,2030,3.5122
RE1,DEMINDHEOIL,2031,3.9228
RE1,DEMINDHEOIL,2032,4.351
RE1,DEMINDHEOIL,2033,4.798
RE1,DEMINDHEOIL,2034,4.798
RE1,DEMINDHEOIL,2035,4.798
RE1,DEMINDHEOIL,2036,4.798
RE1,DEMINDHEOIL,2037,4.2709
RE1,DEMINDHEOIL,2038,13.2928
RE1,DEMINDHEOIL,2039,13.7385
RE1,DEMINDHEOIL,2040,14.1974
RE1,DEMINDHEOIL,2041,14.5636
RE1,DEMINDHEOIL,2042,13.2326
RE1,DEMINDHEOIL,2043,12.8258
RE1,DEMINDHEOIL,2044,12.3929
RE1,DEMINDHEOIL,2045,11.9327
RE1,DEMINDHEOIL,2046,11.5221
RE1,DEMINDHEOIL,2047,11.0939
RE1,DEMINDHEOIL,2048,10.6469
RE1,DEMINDHEOIL,2049,10.6469
RE1,DEMINDHEOIL,2050,10.6469
RE1,DEMINDHEOIL,2051,10.6469
RE1,DEMINDHEOIL,2052,10.6469
RE1,DEMINDHEOIL,2053,1.3315
RE1,DEMINDHEOIL,2054,0.825
RE1,DEMINDHEOIL,2055,0.3662
RE1,DEMINDHEBIO,2015,0.5217
RE1,DEMINDHEBIO,2016,0.522
RE1,DEMINDHEBIO,2017,1.9901
RE1,DEMINDHEBIO,2018,3.4607
RE1,DEMINDHEBIO,2019,4.9298
RE1,DEMINDHEBIO,2020,6.4034
RE1,DEMINDHEBIO,2021,6.489
RE1,DEMINDHEBIO,2022,6.5692
RE1,DEMINDHEBIO,2023,6.6535
RE1,DEMINDHEBIO,2024,6.7373
RE1,DEMINDHEBIO,2025,6.8207
RE1,DEMINDHEBIO,2026,6.897
RE1,DEMINDHEBIO,2027,6.9685
RE1,DEMINDHEBIO,2028,7.0448
RE1,DEMINDHEBIO,2029,7.1212
RE1,DEMINDHEBIO,2030,7.1979
RE1,DEMINDHEBIO,2031,7.2028
RE1,DEMINDHEBIO,2032,6.9562
RE1,DEMINDHEBIO,2033,6.851
RE1,DEMINDHEBIO,2034,6.7543
RE1,DEMINDHEBIO,2035,6.9678
RE1,DEMINDHEBIO,2036,6.971
RE1,DEMINDHEBIO,2037,6.9778
RE1,DEMINDHEBIO,2038,6.9786
RE1,DEMINDHEBIO,2039,6.9785
RE1,DEMINDHEBIO,2040,6.9774
RE1,DEMINDHEBIO,2041,6.9521
RE1,DEMINDHEBIO,2042,6.9212
RE1,DEMINDHEBIO,2043,6.8943
RE1,DEMINDHEBIO,2044,6.8622
RE1,DEMINDHEBIO,2045,6.8342
RE1,DEMINDHEBIO,2046,6.8435
RE1,DEMINDHEBIO,2047,6.7165
RE1,DEMINDHEBIO,2048,6.6624
RE1,DEMINDHEBIO,2049,5.2696
RE1,DEMINDHEBIO,2050,3.5552
RE1,DEMINDHEBIO,2051,3.4785
RE1,DEMINDHEBIO,2052,3.4037
RE1,DEMINDHEBIO,2053,3.3305
RE1,DEMINDHEBIO,2054,3.2587
RE1,DEMINDHEBIO,2055,3.1901
RE1,DEMINDHEBIO,2056,3.1542
RE1,DEMINDHEBIO,2057,3.1232
RE1,DEMINDHEBIO,2058,3.0906
RE1,DEMINDHEBIO,2059,3.0585
RE1,DEMINDHEBIO,2060,2.4851
RE1,DEMINDHEBIO,2061,2.4884
RE1,DEMINDHEBIO,2062,1.3533
RE1,DEMRESHEBIO,2015,0.8441
RE1,DEMRESHEBIO,2016,0.8457
RE1,DEMRESHEBIO,2017,3.1684
RE1,DEMRESHEBIO,2018,5.495
RE1,DEMRESHEBIO,2019,7.8194
RE1,DEMRESHEBIO,2020,10.151
RE1,DEMRESHEBIO,2021,10.2872
RE1,DEMRESHEBIO,2022,10.4152
RE1,DEMRESHEBIO,2023,10.5494
RE1,DEMRESHEBIO,2024,10.6829
RE1,DEMRESHEBIO,2025,10.816
RE1,DEMRESHEBIO,2026,10.9378
RE1,DEMRESHEBIO,2027,11.0519
RE1,DEMRESHEBIO,2028,11.1738
RE1,DEMRESHEBIO,2029,11.2959
RE1,DEMRESHEBIO,2030,11.4183
RE1,DEMRESHEBIO,2031,11.4252
RE1,DEMRESHEBIO,2032,11.0374
RE1,DEMRESHEBIO,2033,10.8717
RE1,DEMRESHEBIO,2034,10.7195
RE1,DEMRESHEBIO,2035,11.0597
RE1,DEMRESHEBIO,2036,11.0662
RE1,DEMRESHEBIO,2037,11.0784
RE1,DEMRESHEBIO,2038,11.0813
RE1,DEMRESHEBIO,2039,11.0181
RE1,DEMRESHEBIO,2040,10.8987
RE1,DEMRESHEBIO,2041,10.7981
RE1,DEMRESHEBIO,2042,10.69
RE1,DEMRESHEBIO,2043,10.589
RE1,DEMRESHEBIO,2044,10.4805
RE1,DEMRESHEBIO,2045,10.863
RE1,DEMRESHEBIO,2046,10.8778
RE1,DEMRESHEBIO,2047,8.9119
RE1,DEMRESHEBIO,2048,6.7222
RE1,DEMRESHEBIO,2049,4.5124
RE1,DEMRESHEBIO,2050,1.7949
RE1,DEMRESHEBIO,2051,1.666
RE1,DEMRESHEBIO,2052,1.54
RE1,DEMRESHEBIO,2053,1.4165
RE1,DEMRESHEBIO,2054,1.3607
RE1,DEMRESHEBIO,2055,1.3635
RE1,DEMRESHEBIO,2056,1.3644
RE1,DEMRESHEBIO,2057,1.3672
RE1,DEMRESHEBIO,2058,1.369
RE1,DEMRESHEBIO,2059,1.3708
RE1,DEMRESHEOIL,2039,0.0398
RE1,DEMRESHEOIL,2040,4.0025
RE1,DEMRESHEOIL,2041,6.8078
RE1,DEMRESHEOIL,2042,6.8078
RE1,DEMRESHEOIL,2043,6.8078
RE1,DEMRESHEOIL,2044,6.8078
RE1,DEMRESHEOIL,2045,6.8078
RE1,DEMRESHEOIL,2046,6.8078
RE1,DEMRESHEOIL,2047,6.8078
RE1,DEMRESHEOIL,2048,6.8078
RE1,DEMRESHEOIL,2049,6.8078
RE1,DEMRESHEOIL,2050,6.8078
RE1,DEMRESHEOIL,2051,6.8078
RE1,DEMRESHEOIL,2052,6.8078
RE1,DEMRESHEOIL,2053,6.8078
RE1,DEMRESHEOIL,2054,6.768
RE1,DEMRESHEOIL,2055,2.8054
RE1,DEMCOMHEOIL,2040,0.061
RE1,DEMCOMHEOIL,2041,0.0969
RE1,DEMCOMHEOIL,2042,0.0994
RE1,DEMCOMHEOIL,2043,0.1019
RE1,DEMCOMHEOIL,2044,0.1019
RE1,DEMCOMHEOIL,2045,0.1019
RE1,DEMCOMHEOIL,2046,0.1019
RE1,DEMCOMHEOIL,2047,0.1019
RE1,DEMCOMHEOIL,2048,0.1019
RE1,DEMCOMHEOIL,2049,0.1019
RE1,DEMCOMHEOIL,2050,0.1019
RE1,DEMCOMHEOIL,2051,0.1019
RE1,DEMCOMHEOIL,2052,0.1019
RE1,DEMCOMHEOIL,2053,0.1019
RE1,DEMCOMHEOIL,2054,0.1019
RE1,DEMCOMHEOIL,2055,0.0409
RE1,DEMCOMHEOIL,2056,0.005
RE1,DEMCOMHEOIL,2057,0.0025
RE1,DEMCOMHEBIO,2015,0.06
RE1,DEMCOMHEBIO,2016,0.0632
RE1,DEMCOMHEBIO,2017,0.0666
RE1,DEMCOMHEBIO,2018,0.0702
RE1,DEMCOMHEBIO,2019,0.074
RE1,DEMCOMHEBIO,2020,0.078
RE1,DEMCOMHEBIO,2021,0.0811
RE1,DEMCOMHEBIO,2022,0.0842
RE1,DEMCOMHEBIO,2023,0.0874
RE1,DEMCOMHEBIO,2024,0.0908
RE1,DEMCOMHEBIO,2025,0.0942
RE1,DEMCOMHEBIO,2026,0.0977
RE1,DEMCOMHEBIO,2027,0.1012
RE1,DEMCOMHEBIO,2028,0.1049
RE1,DEMCOMHEBIO,2029,0.1087
RE1,DEMCOMHEBIO,2030,0.1127
RE1,DEMCOMHEBIO,2031,0.1145
RE1,DEMCOMHEBIO,2032,0.1165
RE1,DEMCOMHEBIO,2033,0.1187
RE1,DEMCOMHEBIO,2034,0.121
RE1,DEMCOMHEBIO,2035,0.1291
RE1,DEMCOMHEBIO,2036,0.1336
RE1,DEMCOMHEBIO,2037,0.1383
RE1,DEMCOMHEBIO,2038,0.1431
RE1,DEMCOMHEBIO,2039,0.148
RE1,DEMCOMHEBIO,2040,0.1446
RE1,DEMCOMHEBIO,2041,0.1414
RE1,DEMCOMHEBIO,2042,0.1379
RE1,DEMCOMHEBIO,2043,0.1344
RE1,DEMCOMHEBIO,2044,0.1307
RE1,DEMCOMHEBIO,2045,0.1745
RE1,DEMCOMHEBIO,2046,0.1697
RE1,DEMCOMHEBIO,2047,0.1644
RE1,DEMCOMHEBIO,2048,0.1589
RE1,DEMCOMHEBIO,2049,0.153
RE1,DEMCOMHEBIO,2050,0.1409
RE1,DEMCOMHEBIO,2051,0.1335
RE1,DEMCOMHEBIO,2052,0.1259
RE1,DEMCOMHEBIO,2053,0.1181
RE1,DEMCOMHEBIO,2054,0.11
RE1,DEMCOMHEBIO,2055,0.1102
RE1,DEMCOMHEBIO,2056,0.1103
RE1,DEMCOMHEBIO,2057,0.1105
RE1,DEMCOMHEBIO,2058,0.1107
RE1,DEMCOMHEBIO,2059,0.1108
RE1,BSTOPMCY,2015,7.3704
RE1,BSTOPMCY,2016,1.2425
RE1,BSTOPMCY,2017,11.8646
RE1,BSTOPMCY,2018,6.452
RE1,BSTOPMCY,2019,5.9877
RE1,BSTOPMCY,2020,9.024
RE1,BSTOPMCY,2040,2936096.7
RE1,BSTOPMCY,2041,6323334.2
RE1,BSTOPMCY,2042,2012781.0
RE1,BSTOPMCY,2043,5484440.7
RE1,BSTOPMCY,2044,17399480.0
RE1,BSTOPMCY,2045,20171889.0
RE1,BSTOPMCY,2046,26587736.0
RE1,BSTOPMCY,2047,37073189.0
RE1,BSTOPMCY,2048,26373787.0
RE1,BSTOPMCY,2049,42529227.0
RE1,BSTOPMCY,2050,47781050.0
RE1,BSTOPMCY,2051,43338654.0
RE1,BSTOPMCY,2052,49910631.0
RE1,BSTOPMCY,2053,39893588.0
RE1,BSTOPMCY,2054,39136486.0
RE1,BSTOPMCY,2055,42974452.0
RE1,BSTOPMCY,2056,37990406.0
RE1,BSTOPMCY,2057,49740356.0
RE1,BSTOPMCY,2058,36549723.0
RE1,BSTOPMCY,2059,28762088.0
RE1,BSTOPMCY,2060,35326298.0
RE1,BSTOPMCY,2061,26628586.0
RE1,BSTOPMCY,2062,23899973.0
RE1,BSTOPMCY,2063,22982965.0
RE1,BSTOPMCY,2064,37132018.0
RE1,BSTOPMCY,2065,37583786.0
RE1,BSTOPMCY,2066,26779766.0
RE1,BSTOPMCY,2067,26655948.0
RE1,BSTOPMCY,2068,42454785.0
RE1,BSTOPMCY,2069,22288773.0
RE1,BSTOPCAR,2039,2112853.9
RE1,BSTOPCAR,2040,2442284.0
RE1,BSTOPCAR,2041,9176927.1
RE1,BSTOPCAR,2042,20927197.0
RE1,BSTOPCAR,2043,25440201.0
RE1,BSTOPCAR,2044,8231279.4
RE1,BSTOPCAR,2045,25542660.0
RE1,BSTOPCAR,2046,22489944.0
RE1,BSTOPCAR,2047,27386713.0
RE1,BSTOPCAR,2048,40201532.0
RE1,BSTOPCAR,2049,47287694.0
RE1,BSTOPCAR,2050,31443114.0
RE1,BSTOPCAR,2051,49102601.0
RE1,BSTOPCAR,2052,30875212.0
RE1,BSTOPCAR,2053,50731799.0
RE1,BSTOPCAR,2054,50540107.0
RE1,BSTOPCAR,2055,45724328.0
RE1,BSTOPCAR,2056,49375213.0
RE1,BSTOPCAR,2057,33871521.0
RE1,BSTOPCAR,2058,34761641.0
RE1,BSTOPCAR,2059,41470203.0
RE1,BSTOPCAR,2060,33802948.0
RE1,BSTOPCAR,2061,41522340.0
RE1,BSTOPCAR,2062,43263037.0
RE1,BSTOPCAR,2063,43182074.0
RE1,BSTOPCAR,2064,28024431.0
RE1,BSTOPCAR,2065,26552944.0
RE1,BSTOPCAR,2066,36325517.0
RE1,BSTOPCAR,2067,35405563.0
RE1,BSTOPCAR,2068,18550012.0
RE1,BSTOPCAR,2069,37645764.0
RE1,BSTOPBUS,2039,2176531.9
RE1,BSTOPBUS,2040,6711857.4
RE1,BSTOPBUS,2041,3999110.6
RE1,BSTOPBUS,2042,4824646.6
RE1,BSTOPBUS,2043,5667499.7
RE1,BSTOPBUS,2044,20615068.0
RE1,BSTOPBUS,2045,11888528.0
RE1,BSTOPBUS,2046,22237537.0
RE1,BSTOPBUS,2047,23003278.0
RE1,BSTOPBUS,2048,37878547.0
RE1,BSTOPBUS,2049,38689932.0
RE1,BSTOPBUS,2050,39524338.0
RE1,BSTOPBUS,2051,26028109.0
RE1,BSTOPBUS,2052,37400162.0
RE1,BSTOPBUS,2053,27272135.0
RE1,BSTOPBUS,2054,27926394.0
RE1,BSTOPBUS,2055,28602725.0
RE1,BSTOPBUS,2056,29626529.0
RE1,BSTOPBUS,2057,33062013.0
RE1,BSTOPBUS,2058,45034487.0
RE1,BSTOPBUS,2059,45774635.0
RE1,BSTOPBUS,2060,46526900.0
RE1,BSTOPBUS,2061,47134160.0
RE1,BSTOPBUS,2062,47749314.0
RE1,BSTOPBUS,2063,48372530.0
RE1,BSTOPBUS,2064,49003924.0
RE1,BSTOPBUS,2065,49643663.0
RE1,BSTOPBUS,2066,50291867.0
RE1,BSTOPBUS,2067,50948674.0
RE1,BSTOPBUS,2068,51614218.0
RE1,BSTOPBUS,2069,52288665.0
RE1,BSTOPBUS,2070,33888800.0
