r,l,t,f,y,ProductionByTechnology
RE1,S102,PWROHC002,ELC001,2040,0.2946
RE1,S102,PWRSOL001,COM027,2040,3.7881
RE1,S102,PWRHYD001,COM027,2040,1.3566
RE1,S102,PWRHYD002,ELC001,2040,0.52
RE1,S102,PWRHYD003,ELC001,2040,0.3378
RE1,S102,PWRWND001,COM027,2040,1.7689
RE1,S102,PWRSOL001S,COM027,2040,3.247
RE1,S102,PWRWND001S,COM027,2040,2.679
RE1,S102,PWRTRN,ELC002,2040,18.7302
RE1,S102,PWRDIST,ELC003,2040,17.7648
RE1,S102,PWRSOL002,ELC003,2040,7.3024
RE1,S102,PWRHYD004,ELC003,2040,0.0375
RE1,S102,DEMTRAEVC,ELCEV,2040,15.7373
RE1,S102,DEMTRAMCYELC,TRAMCY,2040,6.1697
RE1,S102,DEMTRACARELC,TRACAR,2040,4.4864
RE1,S102,DEMTRABUSELC,TRABUS,2040,3.5217
RE1,S102,INDENEFFDP,INDELC,2040,9.9272
RE1,S102,DEMINDHEOIL,INDHEH,2040,2.061
RE1,S102,DEMINDHEBIO,INDHEL,2040,1.8757
RE1,S102,DEMRESCKNOIL,RESCKN,2040,6.9565
RE1,S102,DEMRESHEBIO,RESHEL,2040,1.2508
RE1,S102,DEMRESHEOIL,RESHEL,2040,1.7431
RE1,S102,DEMCOMHEOIL,COMHEL,2040,0.0266
RE1,S102,BSTOPMCY,TRAMCY,2040,0.367
RE1,S102,BSTOPCAR,TRACAR,2040,0.3053
RE1,S102,BSTOPBUS,TRABUS,2040,0.839
RE1,S102,TEC087,ELC001,2040,16.699
RE1,S103,IMPOIL,OIL,2040,8.4254
RE1,S103,MINBIO,BIO,2040,14.8509
RE1,S103,IMPCOA,COA,2040,3.7229
RE1,S103,IMPLFO,LFO,2040,16.2975
RE1,S103,UPSREF001,LFO,2040,7.5829
RE1,S103,UPSREF001,HFO,2040,0.8425
RE1,S103,MINNGS,NGS,2040,2.474
RE1,S103,MINSOL,SOL,2040,1.2131
RE1,S103,MINWND,WND,2040,5.1835
RE1,S103,MINHYD,HYD,2040,1.8964
RE1,S103,PWRBIO001,COM027,2040,3.8595
RE1,S103,PWRCOA001,ELC001,2040,1.3788
RE1,S103,PWROHC001,ELC001,2040,2.4043
RE1,S103,PWROHC002,ELC001,2040,0.2946
RE1,S103,PWRNGS001,ELC001,2040,1.1894
RE1,S103,PWRHYD001,COM027,2040,1.1424
RE1,S103,PWRHYD002,ELC001,2040,0.4379
RE1,S103,PWRHYD003,ELC001,2040,0.2845
RE1,S103,PWRWND001,COM027,2040,1.8136
RE1,S103,PWRSOL001S,COM027,2040,0.5394
RE1,S103,PWRWND001S,COM027,2040,3.37
RE1,S103,PWRTRN,ELC002,2040,16.2129
RE1,S103,PWRDIST,ELC003,2040,15.3772
RE1,S103,PWRSOL002,ELC003,2040,1.2131
RE1,S103,PWRHYD004,ELC003,2040,0.0316
RE1,S103,DEMTRAEVC,ELCEV,2040,10.1674
RE1,S103,DEMTRAMCYELC,TRAMCY,2040,4.6735
RE1,S103,DEMTRACARELC,TRACAR,2040,4.4864
RE1,S103,INDENEFFDP,INDELC,2040,6.9369
RE1,S103,DEMINDHEOIL,INDHEH,2040,2.061
RE1,S103,DEMINDHEBIO,INDHEL,2040,1.8757
RE1,S103,DEMRESCKNOIL,RESCKN,2040,6.9181
RE1,S103,DEMRESHEBIO,RESHEL,2040,1.2508
RE1,S103,DEMRESHEOIL,RESHEL,2040,1.7431
RE1,S103,DEMCOMHEOIL,COMHEL,2040,0.0266
RE1,S103,BSTOPMCY,TRAMCY,2040,0.367
RE1,S103,BSTOPCAR,TRACAR,2040,0.3053
RE1,S103,BSTOPBUS,TRABUS,2040,0.839
RE1,S103,TEC087,ELC001,2040,10.7248
RE1,S104,IMPOIL,OIL,2040,8.4254
RE1,S104,MINBIO,BIO,2040,14.8509
RE1,S104,IMPCOA,COA,2040,3.7229
RE1,S104,IMPLFO,LFO,2040,10.3835
RE1,S104,UPSREF001,LFO,2040,7.5829
RE1,S104,UPSREF001,HFO,2040,0.8425
RE1,S104,MINSOL,SOL,2040,11.0545
RE1,S104,MINWND,WND,2040,4.6849
RE1,S104,MINHYD,HYD,2040,1.8964
RE1,S104,PWRBIO001,COM027,2040,3.8595
RE1,S104,PWRCOA001,ELC001,2040,1.3788
RE1,S104,PWROHC001,ELC001,2040,0.312
RE1,S104,PWROHC002,ELC001,2040,0.2946
RE1,S104,PWRSOL001,COM027,2040,3.7758
RE1,S104,PWRHYD001,COM027,2040,1.1424
RE1,S104,PWRHYD002,ELC001,2040,0.4379
RE1,S104,PWRHYD003,ELC001,2040,0.2845
RE1,S104,PWRWND001,COM027,2040,1.5022
RE1,S104,PWRSOL001S,COM027,2040,3.2364
RE1,S104,PWRWND001S,COM027,2040,3.1827
RE1,S104,PWRTRN,ELC002,2040,18.7302
RE1,S104,PWRDIST,ELC003,2040,17.7648
RE1,S104,PWRSOL002,ELC003,2040,7.2787
RE1,S104,PWRHYD004,ELC003,2040,0.0316
RE1,S104,DEMTRAEVC,ELCEV,2040,16.9728
RE1,S104,DEMTRAMCYELC,TRAMCY,2040,7.2827
RE1,S104,DEMTRACARELC,TRACAR,2040,4.4864
RE1,S104,DEMTRABUSELC,TRABUS,2040,3.5217
RE1,S104,INDENEFFDP,INDELC,2040,8.1058
RE1,S104,DEMINDHEOIL,INDHEH,2040,2.061
RE1,S104,DEMINDHEBIO,INDHEL,2040,1.8757
RE1,S104,DEMRESCKNOIL,RESCKN,2040,6.9565
RE1,S104,DEMRESHEBIO,RESHEL,2040,1.2119
RE1,S104,DEMRESHEOIL,RESHEL,2040,1.7431
RE1,S104,DEMCOMHEOIL,COMHEL,2040,0.0266
RE1,S104,DEMCOMHEBIO,COMHEL,2040,0.0389
RE1,S104,BSTOPMCY,TRAMCY,2040,0.367
RE1,S104,BSTOPCAR,TRACAR,2040,0.3053
RE1,S104,BSTOPBUS,TRABUS,2040,0.839
RE1,S104,TEC087,ELC001,2040,16.699
RE1,S105,IMPOIL,OIL,2040,8.4254
RE1,S105,MINBIO,BIO,2040,14.8509
RE1,S105,IMPCOA,COA,2040,3.7229
RE1,S105,IMPLFO,LFO,2040,16.2975
RE1,S105,UPSREF001,LFO,2040,7.5829
RE1,S105,UPSREF001,HFO,2040,0.8425
RE1,S105,MINNGS,NGS,2040,2.474
RE1,S105,MINSOL,SOL,2040,1.1998
RE1,S105,MINWND,WND,2040,6.0173
RE1,S105,MINHYD,HYD,2040,1.1593
RE1,S105,PWRBIO001,COM027,2040,3.8595
RE1,S105,PWRCOA001,ELC001,2040,1.3788
RE1,S105,PWROHC001,ELC001,2040,2.3799
RE1,S105,PWROHC002,ELC001,2040,0.2946
RE1,S105,PWRNGS001,ELC001,2040,1.1894
RE1,S105,PWRHYD001,COM027,2040,0.6984
RE1,S105,PWRHYD002,ELC001,2040,0.2677
RE1,S105,PWRHYD003,ELC001,2040,0.1739
RE1,S105,PWRWND001,COM027,2040,2.6473
RE1,S105,PWRSOL001S,COM027,2040,0.5335
RE1,S105,PWRWND001S,COM027,2040,3.37
RE1,S105,PWRTRN,ELC002,2040,16.2892
RE1,S105,PWRDIST,ELC003,2040,15.4495
RE1,S105,PWRSOL002,ELC003,2040,1.1998
RE1,S105,PWRHYD004,ELC003,2040,0.0193
RE1,S105,DEMTRAEVC,ELCEV,2040,10.72
RE1,S105,DEMTRAMCYELC,TRAMCY,2040,1.6495
RE1,S105,DEMTRACARELC,TRACAR,2040,4.4864
RE1,S105,DEMTRABUSELC,TRABUS,2040,3.5217
RE1,S105,INDENEFFDP,INDELC,2040,6.2004
RE1,S105,DEMINDHEOIL,INDHEH,2040,2.061
RE1,S105,DEMINDHEBIO,INDHEL,2040,1.8757
RE1,S105,DEMRESCKNOIL,RESCKN,2040,6.9565
RE1,S105,DEMRESHEBIO,RESHEL,2040,1.2508
RE1,S105,DEMRESHEOIL,RESHEL,2040,1.7431
RE1,S105,DEMCOMHEOIL,COMHEL,2040,0.0266
RE1,S105,BSTOPMCY,TRAMCY,2040,0.367
RE1,S105,BSTOPCAR,TRACAR,2040,0.3053
RE1,S105,BSTOPBUS,TRABUS,2040,0.839
RE1,S105,TEC087,ELC001,2040,11.1086
RE1,S106,IMPOIL,OIL,2040,8.4254
RE1,S106,MINBIO,BIO,2040,14.8509
RE1,S106,IMPCOA,COA,2040,3.7229
RE1,S106,IMPLFO,LFO,2040,9.8022
RE1,S106,UPSREF001,LFO,2040,7.5829
RE1,S106,UPSREF001,HFO,2040,0.8425
RE1,S106,MINSOL,SOL,2040,10.9334
RE1,S106,MINWND,WND,2040,5.2058
RE1,S106,MINHYD,HYD,2040,1.1593
RE1,S106,PWRBIO001,COM027,2040,3.8595
RE1,S106,PWRCOA001,ELC001,2040,1.3788
RE1,S106,PWROHC001,ELC001,2040,0.1088
RE1,S106,PWROHC002,ELC001,2040,0.2946
RE1,S106,PWRSOL001,COM027,2040,3.7345
RE1,S106,PWRHYD001,COM027,2040,0.6984
RE1,S106,PWRHYD002,ELC001,2040,0.2677
RE1,S106,PWRHYD003,ELC001,2040,0.1739
RE1,S106,PWRWND001,COM027,2040,1.8358
RE1,S106,PWRSOL001S,COM027,2040,3.201
RE1,S106,PWRWND001S,COM027,2040,3.37
RE1,S106,PWRTRN,ELC002,2040,18.2607
RE1,S106,PWRDIST,ELC003,2040,17.3194
RE1,S106,PWRSOL002,ELC003,2040,7.199
RE1,S106,PWRHYD004,ELC003,2040,0.0193
RE1,S106,DEMTRAEVC,ELCEV,2040,17.0696
RE1,S106,DEMTRAMCYELC,TRAMCY,2040,7.3699
RE1,S106,DEMTRACARELC,TRACAR,2040,4.4864
RE1,S106,DEMTRABUSELC,TRABUS,2040,3.5217
RE1,S106,INDENEFFDP,INDELC,2040,7.2676
RE1,S106,DEMINDHEOIL,INDHEH,2040,2.061
RE1,S106,DEMINDHEBIO,INDHEL,2040,1.8757
RE1,S106,DEMRESCKNOIL,RESCKN,2040,6.9565
RE1,S106,DEMRESHEBIO,RESHEL,2040,1.2508
RE1,S106,DEMRESHEOIL,RESHEL,2040,1.7431
RE1,S106,DEMCOMHEOIL,COMHEL,2040,0.0266
RE1,S106,BSTOPMCY,TRAMCY,2040,0.367
RE1,S106,BSTOPCAR,TRACAR,2040,0.3053
RE1,S106,BSTOPBUS,TRABUS,2040,0.839
RE1,S106,TEC087,ELC001,2040,16.699
RE1,S107,IMPOIL,OIL,2040,8.4254
RE1,S107,MINBIO,BIO,2040,14.8509
RE1,S107,IMPCOA,COA,2040,3.7229
RE1,S107,IMPLFO,LFO,2040,16.2975
RE1,S107,UPSREF001,LFO,2040,7.5829
RE1,S107,UPSREF001,HFO,2040,0.8425
RE1,S107,MINNGS,NGS,2040,2.474
RE1,S107,MINSOL,SOL,2040,1.33
RE1,S107,MINWND,WND,2040,6.0173
RE1,S107,MINHYD,HYD,2040,1.3985
RE1,S107,PWRBIO001,COM027,2040,3.8595
RE1,S107,PWRCOA001,ELC001,2040,1.3788
RE1,S107,PWROHC001,ELC001,2040,2.3799
RE1,S107,PWROHC002,ELC001,2040,0.2946
RE1,S107,PWRNGS001,ELC001,2040,1.1894
RE1,S107,PWRHYD001,COM027,2040,0.8425
RE1,S107,PWRHYD002,ELC001,2040,0.323
RE1,S107,PWRHYD003,ELC001,2040,0.2098
RE1,S107,PWRWND001,COM027,2040,2.6473
RE1,S107,PWRSOL001S,COM027,2040,0.5914
RE1,S107,PWRWND001S,COM027,2040,3.37
RE1,S107,PWRTRN,ELC002,2040,16.5735
RE1,S107,PWRDIST,ELC003,2040,15.7192
RE1,S107,PWRSOL002,ELC003,2040,1.33
RE1,S107,PWRHYD004,ELC003,2040,0.0233
RE1,S107,DEMTRAEVC,ELCEV,2040,9.7638
RE1,S107,DEMTRAMCYELC,TRAMCY,2040,0.7881
RE1,S107,DEMTRACARELC,TRACAR,2040,4.4864
RE1,S107,DEMTRABUSELC,TRABUS,2040,3.5217
RE1,S107,INDENEFFDP,INDELC,2040,8.1051
RE1,S107,DEMINDHEOIL,INDHEH,2040,2.061
RE1,S107,DEMINDHEBIO,INDHEL,2040,1.8757
RE1,S107,DEMRESCKNOIL,RESCKN,2040,6.9565
RE1,S107,DEMRESHEBIO,RESHEL,2040,1.2508
RE1,S107,DEMRESHEOIL,RESHEL,2040,1.7431
RE1,S107,DEMCOMHEOIL,COMHEL,2040,0.0266
RE1,S107,BSTOPMCY,TRAMCY,2040,0.367
RE1,S107,BSTOPCAR,TRACAR,2040,0.3053
RE1,S107,BSTOPBUS,TRABUS,2040,0.839
RE1,S107,TEC087,ELC001,2040,11.3106
RE1,S108,IMPOIL,OIL,2040,8.4254
RE1,S108,MINBIO,BIO,2040,14.8509
RE1,S108,IMPCOA,COA,2040,1.2346
RE1,S108,IMPLFO,LFO,2040,13.5616
RE1,S108,UPSREF001,LFO,2040,7.5829
RE1,S108,UPSREF001,HFO,2040,0.8425
RE1,S108,MINSOL,SOL,2040,12.1192
RE1,S108,MINWND,WND,2040,4.3094
RE1,S108,MINHYD,HYD,2040,1.3985
RE1,S108,PWRBIO001,COM027,2040,3.8595
RE1,S108,PWRCOA001,ELC001,2040,0.4573
RE1,S108,PWROHC001,ELC001,2040,1.4233
RE1,S108,PWROHC002,ELC001,2040,0.2946
RE1,S108,PWRSOL001,COM027,2040,4.1395
RE1,S108,PWRHYD001,COM027,2040,0.8425
RE1,S108,PWRHYD002,ELC001,2040,0.323
RE1,S108,PWRHYD003,ELC001,2040,0.2098
RE1,S108,PWRWND001,COM027,2040,1.2912
RE1,S108,PWRSOL001S,COM027,2040,3.5481
RE1,S108,PWRWND001S,COM027,2040,3.0183
RE1,S108,PWRTRN,ELC002,2040,18.7302
RE1,S108,PWRDIST,ELC003,2040,17.7648
RE1,S108,PWRSOL002,ELC003,2040,7.9797
RE1,S108,PWRHYD004,ELC003,2040,0.0233
RE1,S108,DEMTRAEVC,ELCEV,2040,16.744
RE1,S108,DEMTRAMCYELC,TRAMCY,2040,7.0766
RE1,S108,DEMTRACARELC,TRACAR,2040,4.4864
RE1,S108,DEMTRABUSELC,TRABUS,2040,3.5217
RE1,S108,INDENEFFDP,INDELC,2040,9.3366
RE1,S108,DEMINDHEOIL,INDHEH,2040,2.061
RE1,S108,DEMINDHEBIO,INDHEL,2040,1.8757
RE1,S108,DEMRESCKNOIL,RESCKN,2040,6.9565
RE1,S108,DEMRESHEBIO,RESHEL,2040,1.2119
RE1,S108,DEMRESHEOIL,RESHEL,2040,1.7431
RE1,S108,DEMCOMHEOIL,COMHEL,2040,0.0266
RE1,S108,DEMCOMHEBIO,COMHEL,2040,0.0389
RE1,S108,BSTOPMCY,TRAMCY,2040,0.367
RE1,S108,BSTOPCAR,TRACAR,2040,0.3053
RE1,S108,BSTOPBUS,TRABUS,2040,0.839
RE1,S108,TEC087,ELC001,2040,16.699
RE1,S101,MINSOL,SOL,2050,2.517
RE1,S101,MINWND,WND,2050,10.2801
RE1,S101,MINHYD,HYD,2050,2.2519
RE1,S101,PWRHYD001,COM027,2050,1.3566
RE1,S101,PWRHYD002,ELC001,2050,0.52
RE1,S101,PWRHYD003,ELC001,2050,0.3378
RE1,S101,PWRWND001,COM027,2050,3.6287
RE1,S101,PWRSOL001S,COM027,2050,1.1988
RE1,S101,PWRWND001S,COM027,2050,6.6515
RE1,S101,PWRTRN,ELC002,2050,13.2825
RE1,S101,PWRDIST,ELC003,2050,12.7348
RE1,S101,PWRSOL002,ELC003,2050,2.517
RE1,S101,PWRHYD004,ELC003,2050,0.0375
RE1,S101,INDENEFFDP,INDELC,2050,15.6682
RE1,S101,DEMINDHEEH,INDHEH,2050,0.4095
RE1,S101,DEMRESHEEL,RESHEL,2050,2.8274
RE1,S101,BSTOPMCY,TRAMCY,2050,5.9726
RE1,S101,BSTOPCAR,TRACAR,2050,3.9304
RE1,S101,BSTOPBUS,TRABUS,2050,4.9405
RE1,S101,TEC087,ELC001,2050,12.8355
RE1,S102,MINSOL,SOL,2050,22.9362
RE1,S102,MINWND,WND,2050,9.9744
RE1,S102,MINHYD,HYD,2050,2.2519
RE1,S102,PWRSOL001,COM027,2050,7.8342
RE1,S102,PWRHYD001,COM027,2050,1.3566
RE1,S102,PWRHYD002,ELC001,2050,0.52
RE1,S102,PWRHYD003,ELC001,2050,0.3378
RE1,S102,PWRWND001,COM027,2050,3.323
RE1,S102,PWRSOL001S,COM027,2050,6.9964
RE1,S102,PWRWND001S,COM027,2050,6.6515
RE1,S102,PWRTRN,ELC002,2050,25.9194
RE1,S102,PWRDIST,ELC003,2050,24.8506
RE1,S102,PWRSOL002,ELC003,2050,15.102
RE1,S102,PWRHYD004,ELC003,2050,0.0375
RE1,S102,DEMTRAEVC,ELCEV,2050,3.0818
RE1,S102,DEMTRACARELC,TRACAR,2050,2.7764
RE1,S102,INDENEFFDP,INDELC,2050,17.8654
RE1,S102,DEMINDHEEH,INDHEH,2050,2.9313
RE1,S102,DEMINDHEEL,INDHEL,2050,2.3569
RE1,S102,DEMRESCKNELC,RESCKN,2050,12.9385
RE1,S102,DEMRESHEEL,RESHEL,2050,3.8706
RE1,S102,DEMCOMHEEL,COMHEL,2050,0.0824
RE1,S102,BSTOPMCY,TRAMCY,2050,5.9726
RE1,S102,BSTOPCAR,TRACAR,2050,3.9304
RE1,S102,BSTOPBUS,TRABUS,2050,4.9405
RE1,S102,TEC087,ELC001,2050,26.1616
RE1,S103,MINSOL,SOL,2050,2.5088
RE1,S103,MINWND,WND,2050,10.0584
RE1,S103,MINHYD,HYD,2050,1.8964
RE1,S103,PWRHYD001,COM027,2050,1.1424
RE1,S103,PWRHYD002,ELC001,2050,0.4379
RE1,S103,PWRHYD003,ELC001,2050,0.2845
RE1,S103,PWRWND001,COM027,2050,3.4069
RE1,S103,PWRSOL001S,COM027,2050,1.195
RE1,S103,PWRWND001S,COM027,2050,6.6515
RE1,S103,PWRTRN,ELC002,2050,12.7246
RE1,S103,PWRDIST,ELC003,2050,12.1999
RE1,S103,PWRSOL002,ELC003,2050,2.5088
RE1,S103,PWRHYD004,ELC003,2050,0.0316
RE1,S103,INDENEFFDP,INDELC,2050,12.4839
RE1,S103,DEMINDHEEH,INDHEH,2050,2.7804
RE1,S103,DEMINDHEEL,INDHEL,2050,2.3569
RE1,S103,BSTOPMCY,TRAMCY,2050,5.9726
RE1,S103,BSTOPCAR,TRACAR,2050,3.9304
RE1,S103,BSTOPBUS,TRABUS,2050,4.9405
RE1,S103,TEC087,ELC001,2050,12.3957
RE1,S104,MINSOL,SOL,2050,22.8618
RE1,S104,MINWND,WND,2050,9.4734
RE1,S104,MINHYD,HYD,2050,1.8964
RE1,S104,PWRSOL001,COM027,2050,7.8088
RE1,S104,PWRHYD001,COM027,2050,1.1424
RE1,S104,PWRHYD002,ELC001,2050,0.4379
RE1,S104,PWRHYD003,ELC001,2050,0.2845
RE1,S104,PWRWND001,COM027,2050,2.8219
RE1,S104,PWRSOL001S,COM027,2050,7.1697
RE1,S104,PWRWND001S,COM027,2050,6.6515
RE1,S104,PWRTRN,ELC002,2050,25.5272
RE1,S104,PWRDIST,ELC003,2050,24.4745
RE1,S104,PWRSOL002,ELC003,2050,15.053
RE1,S104,PWRHYD004,ELC003,2050,0.0316
RE1,S104,DEMTRAEVC,ELCEV,2050,4.965
RE1,S104,DEMTRACARELC,TRACAR,2050,4.473
RE1,S104,INDENEFFDP,INDELC,2050,14.5876
RE1,S104,DEMINDHEEH,INDHEH,2050,2.9313
RE1,S104,DEMINDHEEL,INDHEL,2050,2.3569
RE1,S104,DEMRESCKNELC,RESCKN,2050,12.9385
RE1,S104,DEMRESHEEL,RESHEL,2050,3.8706
RE1,S104,DEMCOMHEEL,COMHEL,2050,0.0824
RE1,S104,BSTOPMCY,TRAMCY,2050,5.9726
RE1,S104,BSTOPCAR,TRACAR,2050,3.9304
RE1,S104,BSTOPBUS,TRABUS,2050,4.9405
RE1,S104,TEC087,ELC001,2050,25.5943
RE1,S105,MINSOL,SOL,2050,2.4814
RE1,S105,MINWND,WND,2050,11.8688
RE1,S105,MINHYD,HYD,2050,1.1593
RE1,S105,PWRHYD001,COM027,2050,0.6984
RE1,S105,PWRHYD002,ELC001,2050,0.2677
RE1,S105,PWRHYD003,ELC001,2050,0.1739
RE1,S105,PWRWND001,COM027,2050,5.2173
RE1,S105,PWRSOL001S,COM027,2050,1.1819
RE1,S105,PWRWND001S,COM027,2050,6.6515
RE1,S105,PWRTRN,ELC002,2050,13.7649
RE1,S105,PWRDIST,ELC003,2050,13.1972
RE1,S105,PWRSOL002,ELC003,2050,2.4814
RE1,S105,PWRHYD004,ELC003,2050,0.0193
RE1,S105,INDENEFFDP,INDELC,2050,11.1585
RE1,S105,DEMINDHEEH,INDHEH,2050,2.9313
RE1,S105,DEMINDHEEL,INDHEL,2050,0.2301
RE1,S105,DEMRESHEEL,RESHEL,2050,3.8706
RE1,S105,DEMCOMHEEL,COMHEL,2050,0.0824
RE1,S105,BSTOPMCY,TRAMCY,2050,5.9726
RE1,S105,BSTOPCAR,TRACAR,2050,3.9304
RE1,S105,BSTOPBUS,TRABUS,2050,4.9405
RE1,S105,TEC087,ELC001,2050,13.749
RE1,S106,MINSOL,SOL,2050,22.6113
RE1,S106,MINWND,WND,2050,10.7667
RE1,S106,MINHYD,HYD,2050,1.1593
RE1,S106,PWRSOL001,COM027,2050,7.7232
RE1,S106,PWRHYD001,COM027,2050,0.6984
RE1,S106,PWRHYD002,ELC001,2050,0.2677
RE1,S106,PWRHYD003,ELC001,2050,0.1739
RE1,S106,PWRWND001,COM027,2050,4.1152
RE1,S106,PWRSOL001S,COM027,2050,7.0912
RE1,S106,PWRWND001S,COM027,2050,6.6515
RE1,S106,PWRTRN,ELC002,2050,25.9194
RE1,S106,PWRDIST,ELC003,2050,24.8506
RE1,S106,PWRSOL002,ELC003,2050,14.8881
RE1,S106,PWRHYD004,ELC003,2050,0.0193
RE1,S106,DEMTRAEVC,ELCEV,2050,6.1896
RE1,S106,DEMTRAMCYELC,TRAMCY,2050,0.5265
RE1,S106,DEMTRACARELC,TRACAR,2050,5.0497
RE1,S106,INDENEFFDP,INDELC,2050,13.079
RE1,S106,DEMINDHEEH,INDHEH,2050,2.9313
RE1,S106,DEMINDHEEL,INDHEL,2050,2.3569
RE1,S106,DEMRESCKNELC,RESCKN,2050,12.9385
RE1,S106,DEMRESHEEL,RESHEL,2050,3.8706
RE1,S106,DEMCOMHEEL,COMHEL,2050,0.0824
RE1,S106,BSTOPMCY,TRAMCY,2050,5.9726
RE1,S106,BSTOPCAR,TRACAR,2050,3.9304
RE1,S106,BSTOPBUS,TRABUS,2050,4.9405
RE1,S106,TEC087,ELC001,2050,26.2794
RE1,S107,MINSOL,SOL,2050,2.7505
RE1,S107,MINWND,WND,2050,11.6247
RE1,S107,MINHYD,HYD,2050,1.3985
RE1,S107,PWRHYD001,COM027,2050,0.8425
RE1,S107,PWRHYD002,ELC001,2050,0.323
RE1,S107,PWRHYD003,ELC001,2050,0.2098
RE1,S107,PWRWND001,COM027,2050,4.9733
RE1,S107,PWRSOL001S,COM027,2050,1.31
RE1,S107,PWRWND001S,COM027,2050,6.6515
RE1,S107,PWRTRN,ELC002,2050,13.8807
RE1,S107,PWRDIST,ELC003,2050,13.3083
RE1,S107,PWRSOL002,ELC003,2050,2.7505
RE1,S107,PWRHYD004,ELC003,2050,0.0233
RE1,S107,INDENEFFDP,INDELC,2050,14.5863
RE1,S107,DEMINDHEEH,INDHEH,2050,2.9313
RE1,S107,DEMINDHEEL,INDHEL,2050,1.9279
RE1,S107,DEMCOMHEEL,COMHEL,2050,0.0026
RE1,S107,BSTOPMCY,TRAMCY,2050,5.9726
RE1,S107,BSTOPCAR,TRACAR,2050,3.9304
RE1,S107,BSTOPBUS,TRABUS,2050,4.9405
RE1,S107,TEC087,ELC001,2050,13.7772
RE1,S108,MINSOL,SOL,2050,25.0637
RE1,S108,MINWND,WND,2050,11.0922
RE1,S108,MINHYD,HYD,2050,1.3985
RE1,S108,PWRSOL001,COM027,2050,8.5609
RE1,S108,PWRHYD001,COM027,2050,0.8425
RE1,S108,PWRHYD002,ELC001,2050,0.323
RE1,S108,PWRHYD003,ELC001,2050,0.2098
RE1,S108,PWRWND001,COM027,2050,4.4407
RE1,S108,PWRSOL001S,COM027,2050,5.7839
RE1,S108,PWRWND001S,COM027,2050,6.6515
RE1,S108,PWRTRN,ELC002,2050,25.9194
RE1,S108,PWRDIST,ELC003,2050,24.8506
RE1,S108,PWRSOL002,ELC003,2050,16.5028
RE1,S108,PWRHYD004,ELC003,2050,0.0233
RE1,S108,DEMTRAEVC,ELCEV,2050,5.0675
RE1,S108,DEMTRACARELC,TRACAR,2050,4.5653
RE1,S108,INDENEFFDP,INDELC,2050,16.8026
RE1,S108,DEMINDHEEH,INDHEH,2050,2.9313
RE1,S108,DEMINDHEEL,INDHEL,2050,2.3569
RE1,S108,DEMRESCKNELC,RESCKN,2050,12.9385
RE1,S108,DEMRESHEEL,RESHEL,2050,3.8706
RE1,S108,DEMCOMHEEL,COMHEL,2050,0.0824
RE1,S108,BSTOPMCY,TRAMCY,2050,5.9726
RE1,S108,BSTOPCAR,TRACAR,2050,3.9304
RE1,S108,BSTOPBUS,TRABUS,2050,4.9405
RE1,S108,TEC087,ELC001,2050,26.2794
