r,t,f,y,UseByTechnologyAnnual
RE1,PWRTRNEXP,ELC001,2065,0.3895
RE1,PWRTRNEXP,ELC001,2066,0.3895
RE1,PWRTRNEXP,ELC001,2067,0.3895
RE1,PWRTRNEXP,ELC001,2068,0.3895
RE1,PWRTRNEXP,ELC001,2069,0.3895
RE1,PWRTRNEXP,ELC001,2070,0.3895
RE1,PWRWND001,WND,2024,0.0241
RE1,PWRWND001,WND,2025,0.0241
RE1,PWRWND001,WND,2026,0.2413
RE1,PWRWND001,WND,2027,0.2413
RE1,PWRWND001,WND,2028,0.2413
RE1,PWRWND001,WND,2029,0.2413
RE1,PWRWND001,WND,2030,0.2413
RE1,PWRWND001,WND,2031,0.2413
RE1,PWRWND001,WND,2032,0.2413
RE1,PWRWND001,WND,2035,11.4669
RE1,PWRWND001,WND,2036,12.1623
RE1,PWRWND001,WND,2037,12.9035
RE1,PWRWND001,WND,2038,13.6939
RE1,PWRWND001,WND,2039,14.5374
RE1,PWRWND001,WND,2040,14.5374
RE1,PWRWND001,WND,2041,14.5374
RE1,PWRWND001,WND,2042,14.5374
RE1,PWRWND001,WND,2043,14.5374
RE1,PWRWND001,WND,2044,15.2659
RE1,PWRWND001,WND,2045,19.6573
RE1,PWRWND001,WND,2046,19.6573
RE1,PWRWND001,WND,2047,21.502
RE1,PWRWND001,WND,2048,22.5038
RE1,PWRWND001,WND,2049,23.5624
RE1,PWRWND001,WND,2050,31.927
RE1,PWRWND001,WND,2051,32.7653
RE1,PWRWND001,WND,2052,33.6281
RE1,PWRWND001,WND,2053,34.516
RE1,PWRWND001,WND,2054,35.43
RE1,PWRWND001,WND,2055,36.3708
RE1,PWRWND001,WND,2056,37.3393
RE1,PWRWND001,WND,2057,38.3363
RE1,PWRWND001,WND,2058,39.3629
RE1,PWRWND001,WND,2059,40.4198
RE1,PWRWND001,WND,2060,41.5081
RE1,PWRWND001,WND,2061,42.3126
RE1,PWRWND001,WND,2062,41.5714
RE1,PWRWND001,WND,2063,40.781
RE1,PWRWND001,WND,2064,39.9375
RE1,PWRWND001,WND,2065,39.9375
RE1,PWRWND001,WND,2066,39.9375
RE1,PWRWND001,WND,2067,39.9375
RE1,PWRWND001,WND,2068,39.9375
RE1,PWRWND001,WND,2069,39.209
RE1,PWRWND001,WND,2070,64.726
RE1,PWRWND001S,WND,2051,13.6264
RE1,PWRWND001S,WND,2052,19.3717
RE1,PWRWND001S,WND,2053,25.0334
RE1,PWRWND001S,WND,2054,30.679
RE1,PWRWND001S,WND,2055,36.3086
RE1,PWRWND001S,WND,2056,41.922
RE1,PWRWND001S,WND,2057,47.5192
RE1,PWRWND001S,WND,2058,51.4921
RE1,PWRWND001S,WND,2059,56.2706
RE1,PWRWND001S,WND,2060,56.2706
RE1,PWRWND001S,WND,2061,60.7584
RE1,PWRWND001S,WND,2062,67.2118
RE1,PWRWND001S,WND,2063,70.8217
RE1,PWRWND001S,WND,2064,74.358
RE1,PWRWND001S,WND,2065,74.4635
RE1,PWRWND001S,WND,2066,77.6576
RE1,PWRWND001S,WND,2067,79.1762
RE1,PWRWND001S,WND,2068,80.7268
RE1,PWRWND001S,WND,2069,82.3104
RE1,PWRWND001S,WND,2070,82.3104
RE1,TEC087,COM027,2015,3.7453
RE1,TEC087,COM027,2016,3.3297
RE1,TEC087,COM027,2017,4.4124
RE1,TEC087,COM027,2018,3.0363
RE1,TEC087,COM027,2019,2.4647
RE1,TEC087,COM027,2020,1.2953
RE1,TEC087,COM027,2021,4.9726
RE1,TEC087,COM027,2022,9.2287
RE1,TEC087,COM027,2023,16.7729
RE1,TEC087,COM027,2024,21.9358
RE1,TEC087,COM027,2025,33.5539
RE1,TEC087,COM027,2026,34.8661
RE1,TEC087,COM027,2027,36.0229
RE1,TEC087,COM027,2028,40.4064
RE1,TEC087,COM027,2029,42.1305
RE1,TEC087,COM027,2030,43.9542
RE1,TEC087,COM027,2031,45.3454
RE1,TEC087,COM027,2032,46.8607
RE1,TEC087,COM027,2033,48.2626
RE1,TEC087,COM027,2034,50.0387
RE1,TEC087,COM027,2035,65.4139
RE1,TEC087,COM027,2036,68.8909
RE1,TEC087,COM027,2037,72.5969
RE1,TEC087,COM027,2038,76.5493
RE1,TEC087,COM027,2039,80.7667
RE1,TEC087,COM027,2040,84.3686
RE1,TEC087,COM027,2041,87.4033
RE1,TEC087,COM027,2042,90.5982
RE1,TEC087,COM027,2043,93.9634
RE1,TEC087,COM027,2044,98.2375
RE1,TEC087,COM027,2045,104.8644
RE1,TEC087,COM027,2046,107.4284
RE1,TEC087,COM027,2047,115.59
RE1,TEC087,COM027,2048,120.5988
RE1,TEC087,COM027,2049,125.8916
RE1,TEC087,COM027,2050,167.7146
RE1,TEC087,COM027,2051,185.5325
RE1,TEC087,COM027,2052,195.5916
RE1,TEC087,COM027,2053,205.6932
RE1,TEC087,COM027,2054,215.9088
RE1,TEC087,COM027,2055,226.2425
RE1,TEC087,COM027,2056,236.6983
RE1,TEC087,COM027,2057,247.2806
RE1,TEC087,COM027,2058,256.3861
RE1,TEC087,COM027,2059,266.4492
RE1,TEC087,COM027,2060,271.8908
RE1,TEC087,COM027,2061,280.4013
RE1,TEC087,COM027,2062,289.3986
RE1,TEC087,COM027,2063,295.5717
RE1,TEC087,COM027,2064,301.6883
RE1,TEC087,COM027,2065,305.2896
RE1,TEC087,COM027,2066,312.053
RE1,TEC087,COM027,2067,317.2161
RE1,TEC087,COM027,2068,322.4884
RE1,TEC087,COM027,2069,327.144
RE1,TEC087,COM027,2070,379.5047
