r,t,y,TotalTechnologyAnnualActivity
RE1,PWRSOL002,2062,44.2389
RE1,PWRSOL002,2063,45.8535
RE1,PWRSOL002,2064,47.5304
RE1,PWRSOL002,2065,50.7867
RE1,PWRSOL002,2066,48.9922
RE1,PWRSOL002,2067,47.6493
RE1,PWRSOL002,2068,45.6603
RE1,PWRSOL002,2069,45.6603
RE1,PWRSOL002,2070,34.826
RE1,PWRHYD004,2021,0.2235
RE1,PWRHYD004,2022,0.2235
RE1,PWRHYD004,2023,0.2235
RE1,PWRHYD004,2024,0.2235
RE1,PWRHYD004,2025,0.2235
RE1,PWRHYD004,2026,0.2235
RE1,PWRHYD004,2027,0.2235
RE1,PWRHYD004,2028,0.2235
RE1,PWRHYD004,2029,0.2235
RE1,PWRHYD004,2030,0.2235
RE1,PWRHYD004,2031,0.2235
RE1,PWRHYD004,2032,0.2235
RE1,PWRHYD004,2033,0.2235
RE1,PWRHYD004,2034,0.2235
RE1,PWRHYD004,2035,0.2235
RE1,PWRHYD004,2036,0.2235
RE1,PWRHYD004,2037,0.2235
RE1,PWRHYD004,2038,0.2235
RE1,PWRHYD004,2039,0.2235
RE1,PWRHYD004,2040,0.2235
RE1,PWRHYD004,2041,0.2235
RE1,PWRHYD004,2042,0.2235
RE1,PWRHYD004,2043,0.2235
RE1,PWRHYD004,2044,0.2235
RE1,PWRHYD004,2045,0.2235
RE1,PWRHYD004,2046,0.2235
RE1,PWRHYD004,2047,0.2235
RE1,PWRHYD004,2048,0.2235
RE1,PWRHYD004,2049,0.2235
RE1,PWRHYD004,2050,0.2235
RE1,PWRHYD004,2051,0.2235
RE1,PWRHYD004,2052,0.2235
RE1,PWRHYD004,2053,0.2235
RE1,PWRHYD004,2054,0.2235
RE1,PWRHYD004,2055,0.2235
RE1,PWRHYD004,2056,0.2235
RE1,PWRHYD004,2057,0.2235
RE1,PWRHYD004,2058,0.2235
RE1,PWRHYD004,2059,0.2235
RE1,PWRHYD004,2060,0.2235
RE1,PWRHYD004,2061,0.2235
RE1,PWRHYD004,2062,0.2235
RE1,PWRHYD004,2063,0.2235
RE1,PWRHYD004,2064,0.2235
RE1,PWRHYD004,2065,0.2235
RE1,PWRHYD004,2066,0.2235
RE1,PWRHYD004,2067,0.2235
RE1,PWRHYD004,2068,0.2235
RE1,PWRHYD004,2069,0.2235
RE1,PWRHYD004,2070,0.2235
RE1,PWRTRNEXP,2015,0.3011
RE1,PWRTRNEXP,2016,0.3382
RE1,PWRTRNEXP,2017,0.342
RE1,PWRTRNEXP,2018,0.3895
RE1,PWRTRNEXP,2019,0.3895
RE1,PWRTRNEXP,2020,0.3895
RE1,PWRTRNEXP,2021,0.3895
RE1,PWRTRNEXP,2022,0.3895
RE1,PWRTRNEXP,2023,0.3895
RE1,PWRTRNEXP,2024,0.3895
RE1,PWRTRNEXP,2025,0.3895
RE1,PWRTRNEXP,2026,0.3895
RE1,PWRTRNEXP,2027,0.3895
RE1,PWRTRNEXP,2028,0.3895
RE1,PWRTRNEXP,2029,0.3895
RE1,PWRTRNEXP,2030,0.3895
RE1,PWRTRNEXP,2031,0.3895
RE1,PWRTRNEXP,2032,0.3895
RE1,PWRTRNEXP,2033,0.3895
RE1,PWRTRNEXP,2034,0.3895
RE1,PWRTRNEXP,2035,0.3895
RE1,PWRTRNEXP,2036,0.3895
RE1,PWRTRNEXP,2037,0.3895
RE1,PWRTRNEXP,2038,0.3895
RE1,PWRTRNEXP,2039,0.3895
RE1,PWRTRNEXP,2040,0.3895
RE1,PWRTRNEXP,2041,0.3895
RE1,PWRTRNEXP,2042,0.3895
RE1,PWRTRNEXP,2043,0.3895
RE1,PWRTRNEXP,2044,0.3895
RE1,PWRTRNEXP,2045,0.3895
RE1,PWRTRNEXP,2046,0.3895
RE1,PWRTRNEXP,2047,0.3895
RE1,PWRTRNEXP,2048,0.3895
RE1,PWRTRNEXP,2049,0.3895
RE1,PWRTRNEXP,2050,0.3895
RE1,PWRTRNEXP,2051,0.3895
RE1,PWRTRNEXP,2052,0.3895
RE1,PWRTRNEXP,2053,0.3895
RE1,PWRTRNEXP,2054,0.3895
RE1,PWRTRNEXP,2055,0.3895
RE1,PWRTRNEXP,2056,0.3895
RE1,PWRTRNEXP,2057,0.3895
RE1,PWRTRNEXP,2058,0.3895
RE1,PWRTRNEXP,2059,0.3895
RE1,PWRTRNEXP,2060,0.3895
RE1,PWRTRNEXP,2061,0.3895
RE1,PWRTRNEXP,2062,0.3895
RE1,PWRTRNEXP,2063,0.3895
RE1,PWRTRNEXP,2064,0.3895
RE1,PWRTRNEXP,2065,0.3895
RE1,PWRTRNEXP,2066,0.3895
RE1,PWRTRNEXP,2067,0.3895
RE1,PWRTRNEXP,2068,0.3895
RE1,PWRTRNEXP,2069,0.3895
RE1,PWRTRNEXP,2070,0.3895
RE1,DEMTRAEVC,2021,5.1405
RE1,DEMTRAEVC,2022,10.1653
RE1,DEMTRAEVC,2023,15.2963
RE1,DEMTRAEVC,2024,20.4267
RE1,DEMTRAEVC,2025,25.7025
RE1,DEMTRAEVC,2026,27.4287
RE1,DEMTRAEVC,2027,28.4164
RE1,DEMTRAEVC,2028,29.4364
RE1,DEMTRAEVC,2029,30.49
RE1,DEMTRAEVC,2030,31.5786
RE1,DEMTRAEVC,2031,32.064
RE1,DEMTRAEVC,2032,32.6004
RE1,DEMTRAEVC,2033,33.1844
RE1,DEMTRAEVC,2034,33.8135
RE1,DEMTRAEVC,2035,36.0526
RE1,DEMTRAEVC,2036,37.2796
RE1,DEMTRAEVC,2037,38.5413
RE1,DEMTRAEVC,2038,39.8392
RE1,DEMTRAEVC,2039,41.175
RE1,DEMTRAEVC,2040,42.5501
RE1,DEMTRAEVC,2041,43.6476
RE1,DEMTRAEVC,2042,44.7676
RE1,DEMTRAEVC,2043,45.911
RE1,DEMTRAEVC,2044,47.0789
RE1,DEMTRAEVC,2045,48.272
RE1,DEMTRAEVC,2046,54.2825
RE1,DEMTRAEVC,2047,60.3239
RE1,DEMTRAEVC,2048,66.3962
RE1,DEMTRAEVC,2049,72.4995
RE1,DEMTRAEVC,2050,112.9376
RE1,DEMTRAEVC,2051,129.1133
RE1,DEMTRAEVC,2052,135.7465
RE1,DEMTRAEVC,2053,142.4063
RE1,DEMTRAEVC,2054,149.093
RE1,DEMTRAEVC,2055,155.8071
RE1,DEMTRAEVC,2056,162.549
RE1,DEMTRAEVC,2057,169.3191
RE1,DEMTRAEVC,2058,172.182
RE1,DEMTRAEVC,2059,175.0119
RE1,DEMTRAEVC,2060,177.888
RE1,DEMTRAEVC,2061,180.2098
RE1,DEMTRAEVC,2062,182.5617
RE1,DEMTRAEVC,2063,184.9445
RE1,DEMTRAEVC,2064,187.3585
RE1,DEMTRAEVC,2065,189.8045
RE1,DEMTRAEVC,2066,192.2828
RE1,DEMTRAEVC,2067,194.794
RE1,DEMTRAEVC,2068,197.3386
RE1,DEMTRAEVC,2069,199.9172
RE1,DEMTRAEVC,2070,202.5304
RE1,DEMTRAMCYELC,2021,4.6311
RE1,DEMTRAMCYELC,2022,9.1579
RE1,DEMTRAMCYELC,2023,13.7805
RE1,DEMTRAMCYELC,2024,18.4025
RE1,DEMTRAMCYELC,2025,23.1554
RE1,DEMTRAMCYELC,2026,24.7106
RE1,DEMTRAMCYELC,2027,25.6004
RE1,DEMTRAMCYELC,2028,26.5193
RE1,DEMTRAMCYELC,2029,27.4685
RE1,DEMTRAMCYELC,2030,28.4492
RE1,DEMTRAMCYELC,2031,28.8865
RE1,DEMTRAMCYELC,2032,29.3697
RE1,DEMTRAMCYELC,2033,29.8958
RE1,DEMTRAMCYELC,2034,30.4626
RE1,DEMTRAMCYELC,2035,32.4799
RE1,DEMTRAMCYELC,2036,33.5852
RE1,DEMTRAMCYELC,2037,34.7219
RE1,DEMTRAMCYELC,2038,35.8912
RE1,DEMTRAMCYELC,2039,37.0946
RE1,DEMTRAMCYELC,2040,38.3334
RE1,DEMTRAMCYELC,2041,39.3222
RE1,DEMTRAMCYELC,2042,40.3311
RE1,DEMTRAMCYELC,2043,41.3613
RE1,DEMTRAMCYELC,2044,42.4134
RE1,DEMTRAMCYELC,2045,43.4883
RE1,DEMTRAMCYELC,2046,44.3964
RE1,DEMTRAMCYELC,2047,45.3323
RE1,DEMTRAMCYELC,2048,46.296
RE1,DEMTRAMCYELC,2049,47.2877
RE1,DEMTRAMCYELC,2050,48.3076
RE1,DEMTRAMCYELC,2051,49.1026
RE1,DEMTRAMCYELC,2052,49.9107
RE1,DEMTRAMCYELC,2053,50.7318
RE1,DEMTRAMCYELC,2054,51.5664
RE1,DEMTRAMCYELC,2055,52.4144
RE1,DEMTRAMCYELC,2056,53.2762
RE1,DEMTRAMCYELC,2057,54.1521
RE1,DEMTRAMCYELC,2058,55.0422
RE1,DEMTRAMCYELC,2059,55.9468
RE1,DEMTRAMCYELC,2060,56.8663
RE1,DEMTRAMCYELC,2061,57.6085
RE1,DEMTRAMCYELC,2062,58.3603
RE1,DEMTRAMCYELC,2063,59.122
RE1,DEMTRAMCYELC,2064,59.8937
RE1,DEMTRAMCYELC,2065,60.6756
RE1,DEMTRAMCYELC,2066,61.4679
RE1,DEMTRAMCYELC,2067,62.2707
RE1,DEMTRAMCYELC,2068,63.0841
RE1,DEMTRAMCYELC,2069,63.9084
RE1,DEMTRAMCYELC,2070,64.7438
RE1,DEMTRACARELC,2046,4.5068
RE1,DEMTRACARELC,2047,9.0136
RE1,DEMTRACARELC,2048,13.5204
RE1,DEMTRACARELC,2049,18.0271
RE1,DEMTRACARELC,2050,22.5339
RE1,DEMTRACARELC,2051,27.0407
RE1,DEMTRACARELC,2052,31.5475
RE1,DEMTRACARELC,2053,36.0543
RE1,DEMTRACARELC,2054,40.5611
RE1,DEMTRACARELC,2055,45.0678
RE1,DEMTRACARELC,2056,49.5746
RE1,DEMTRACARELC,2057,54.0814
RE1,DEMTRACARELC,2058,55.0422
RE1,DEMTRACARELC,2059,55.9468
RE1,DEMTRACARELC,2060,56.8663
RE1,DEMTRACARELC,2061,57.6085
RE1,DEMTRACARELC,2062,58.3603
RE1,DEMTRACARELC,2063,59.122
RE1,DEMTRACARELC,2064,59.8937
RE1,DEMTRACARELC,2065,60.6756
RE1,DEMTRACARELC,2066,61.4679
RE1,DEMTRACARELC,2067,62.2707
RE1,DEMTRACARELC,2068,63.0841
RE1,DEMTRACARELC,2069,63.9084
RE1,DEMTRACARELC,2070,64.7438
RE1,DEMTRABUSELC,2050,30.9041
RE1,DEMTRABUSELC,2051,40.1749
RE1,DEMTRABUSELC,2052,40.836
RE1,DEMTRABUSELC,2053,41.5079
RE1,DEMTRABUSELC,2054,42.1907
RE1,DEMTRABUSELC,2055,42.8845
RE1,DEMTRABUSELC,2056,43.5897
RE1,DEMTRABUSELC,2057,44.3063
RE1,DEMTRABUSELC,2058,45.0345
RE1,DEMTRABUSELC,2059,45.7747
RE1,DEMTRABUSELC,2060,46.5269
RE1,DEMTRABUSELC,2061,47.1342
RE1,DEMTRABUSELC,2062,47.7494
RE1,DEMTRABUSELC,2063,48.3726
RE1,DEMTRABUSELC,2064,49.004
RE1,DEMTRABUSELC,2065,49.6437
RE1,DEMTRABUSELC,2066,50.2919
RE1,DEMTRABUSELC,2067,50.9487
RE1,DEMTRABUSELC,2068,51.6143
RE1,DEMTRABUSELC,2069,52.2887
RE1,DEMTRABUSELC,2070,52.9722
RE1,DEMTRAMCYGSL,2015,15.2603
RE1,DEMTRAMCYGSL,2016,16.0773
RE1,DEMTRAMCYGSL,2017,16.9381
RE1,DEMTRAMCYGSL,2018,17.845
RE1,DEMTRAMCYGSL,2019,18.8005
RE1,DEMTRAMCYGSL,2020,19.8071
RE1,DEMTRAMCYGSL,2021,15.9358
RE1,DEMTRAMCYGSL,2022,12.192
RE1,DEMTRAMCYGSL,2023,8.3766
RE1,DEMTRAMCYGSL,2024,4.5872
RE1,DEMTRAMCYGSL,2025,0.6933
RE1,DEMTRACARGSL,2015,15.2603
RE1,DEMTRACARGSL,2016,16.0773
RE1,DEMTRACARGSL,2017,16.9381
RE1,DEMTRACARGSL,2018,17.845
RE1,DEMTRACARGSL,2019,18.8005
RE1,DEMTRACARGSL,2020,19.8071
RE1,DEMTRACARGSL,2021,20.5669
RE1,DEMTRACARGSL,2022,21.3499
RE1,DEMTRACARGSL,2023,22.1571
RE1,DEMTRACARGSL,2024,22.9897
RE1,DEMTRACARGSL,2025,23.8487
RE1,DEMTRACARGSL,2026,24.7106
RE1,DEMTRACARGSL,2027,25.6004
RE1,DEMTRACARGSL,2028,26.5193
RE1,DEMTRACARGSL,2029,27.4685
RE1,DEMTRACARGSL,2030,28.4492
RE1,DEMTRACARGSL,2031,28.8865
RE1,DEMTRACARGSL,2032,29.3697
RE1,DEMTRACARGSL,2033,29.8958
RE1,DEMTRACARGSL,2034,30.4626
RE1,DEMTRACARGSL,2035,32.4799
RE1,DEMTRACARGSL,2036,33.5852
RE1,DEMTRACARGSL,2037,34.7219
RE1,DEMTRACARGSL,2038,35.8912
RE1,DEMTRACARGSL,2039,37.0946
RE1,DEMTRACARGSL,2040,38.3334
RE1,DEMTRACARGSL,2041,39.3222
RE1,DEMTRACARGSL,2042,40.3311
RE1,DEMTRACARGSL,2043,41.3613
RE1,DEMTRACARGSL,2044,42.4134
RE1,DEMTRACARGSL,2045,43.4883
RE1,DEMTRACARGSL,2046,39.8896
RE1,DEMTRACARGSL,2047,36.3187
RE1,DEMTRACARGSL,2048,32.7757
RE1,DEMTRACARGSL,2049,29.2606
RE1,DEMTRACARGSL,2050,25.7736
RE1,DEMTRACARGSL,2051,22.0619
RE1,DEMTRACARGSL,2052,18.3632
RE1,DEMTRACARGSL,2053,14.6776
RE1,DEMTRACARGSL,2054,11.0053
RE1,DEMTRACARGSL,2055,7.3466
RE1,DEMTRACARGSL,2056,3.7016
RE1,DEMTRACARGSL,2057,0.0707
RE1,DEMTRABUSGSL,2015,12.4857
RE1,DEMTRABUSGSL,2016,13.1542
RE1,DEMTRABUSGSL,2017,13.8585
RE1,DEMTRABUSGSL,2018,14.6005
RE1,DEMTRABUSGSL,2019,15.3822
RE1,DEMTRABUSGSL,2020,16.2058
RE1,DEMTRABUSGSL,2021,16.8275
RE1,DEMTRABUSGSL,2022,17.4681
RE1,DEMTRABUSGSL,2023,18.1285
RE1,DEMTRABUSGSL,2024,18.8097
RE1,DEMTRABUSGSL,2025,19.5126
RE1,DEMTRABUSGSL,2026,20.2177
RE1,DEMTRABUSGSL,2027,20.9458
RE1,DEMTRABUSGSL,2028,21.6976
RE1,DEMTRABUSGSL,2029,22.4742
RE1,DEMTRABUSGSL,2030,23.2766
RE1,DEMTRABUSGSL,2031,23.6344
RE1,DEMTRABUSGSL,2032,24.0298
RE1,DEMTRABUSGSL,2033,24.4602
RE1,DEMTRABUSGSL,2034,24.924
RE1,DEMTRABUSGSL,2035,26.5744
RE1,DEMTRABUSGSL,2036,27.4788
RE1,DEMTRABUSGSL,2037,28.4088
RE1,DEMTRABUSGSL,2038,29.3655
RE1,DEMTRABUSGSL,2039,30.3501
RE1,DEMTRABUSGSL,2040,31.3637
RE1,DEMTRABUSGSL,2041,32.1727
RE1,DEMTRABUSGSL,2042,32.9982
RE1,DEMTRABUSGSL,2043,33.8411
RE1,DEMTRABUSGSL,2044,34.7019
RE1,DEMTRABUSGSL,2045,35.5813
RE1,DEMTRABUSGSL,2046,36.3243
RE1,DEMTRABUSGSL,2047,37.0901
RE1,DEMTRABUSGSL,2048,37.8786
RE1,DEMTRABUSGSL,2049,38.69
RE1,DEMTRABUSGSL,2050,8.6203
RE1,DEMINDELC,2015,13.615
RE1,DEMINDELC,2016,14.072
RE1,DEMINDELC,2017,14.605
RE1,DEMINDELC,2018,15.015
RE1,DEMINDELC,2019,14.544
RE1,DEMINDELC,2020,13.532
RE1,DEMINDELC,2021,12.675
RE1,DEMINDELC,2022,15.6055
RE1,DEMINDELC,2023,16.752
RE1,DEMINDELC,2024,17.9787
RE1,DEMINDELC,2025,19.2912
RE1,DEMINDELC,2026,20.6751
RE1,DEMINDELC,2027,22.1555
RE1,DEMINDELC,2028,23.7393
RE1,DEMINDELC,2029,25.4339
RE1,DEMINDELC,2030,27.247
RE1,DEMINDELC,2031,31.8261
RE1,DEMINDELC,2032,33.8065
RE1,DEMINDELC,2033,35.952
RE1,DEMINDELC,2034,38.2728
RE1,DEMINDELC,2035,42.6333
RE1,DEMINDELC,2036,46.0569
RE1,DEMINDELC,2037,49.7463
RE1,DEMINDELC,2038,53.7226
RE1,DEMINDELC,2039,58.0084
RE1,DEMINDELC,2040,64.5858
RE1,DEMINDELC,2041,68.6549
RE1,DEMINDELC,2042,72.9709
RE1,DEMINDELC,2043,77.5493
RE1,DEMINDELC,2044,82.4066
RE1,DEMINDELC,2045,87.56
RE1,DEMINDELC,2046,92.6311
RE1,DEMINDELC,2047,98.0148
RE1,DEMINDELC,2048,103.7296
RE1,DEMINDELC,2049,109.7949
RE1,DEMINDELC,2050,116.2315
RE1,DEMINDELC,2051,120.23
RE1,DEMINDELC,2052,124.3657
RE1,DEMINDELC,2053,128.6433
RE1,DEMINDELC,2054,133.0676
RE1,DEMINDELC,2055,137.6435
RE1,DEMINDELC,2056,142.3764
RE1,DEMINDELC,2057,147.2715
RE1,DEMINDELC,2058,152.3347
RE1,DEMINDELC,2059,157.5715
RE1,DEMINDELC,2060,162.9882
RE1,DEMINDELC,2061,166.8674
RE1,DEMINDELC,2062,170.8388
RE1,DEMINDELC,2063,174.9049
RE1,DEMINDELC,2064,179.0679
RE1,DEMINDELC,2065,183.3303
RE1,DEMINDELC,2066,187.6947
RE1,DEMINDELC,2067,192.1634
RE1,DEMINDELC,2068,196.7392
RE1,DEMINDELC,2069,201.4247
RE1,DEMINDELC,2070,206.2227
RE1,DEMINDHECOA,2015,6.5637
RE1,DEMINDHECOA,2016,6.9151
RE1,DEMINDHECOA,2017,7.2854
RE1,DEMINDHECOA,2018,7.6755
RE1,DEMINDHECOA,2019,8.0864
RE1,DEMINDHECOA,2020,8.5194
RE1,DEMINDHECOA,2021,8.8462
RE1,DEMINDHECOA,2022,9.183
RE1,DEMINDHECOA,2023,9.5302
RE1,DEMINDHECOA,2024,9.8883
RE1,DEMINDHECOA,2025,10.2578
RE1,DEMINDHECOA,2026,10.6284
RE1,DEMINDHECOA,2027,11.0112
RE1,DEMINDHECOA,2028,11.4064
RE1,DEMINDHECOA,2029,11.8147
RE1,DEMINDHECOA,2030,12.2365
RE1,DEMINDHECOA,2031,12.4246
RE1,DEMINDHECOA,2032,12.6324
RE1,DEMINDHECOA,2033,12.8587
RE1,DEMINDHECOA,2034,13.1025
RE1,DEMINDHECOA,2035,13.9702
RE1,DEMINDHECOA,2036,14.4456
RE1,DEMINDHECOA,2037,14.9345
RE1,DEMINDHECOA,2038,15.4374
RE1,DEMINDHECOA,2039,15.955
RE1,DEMINDHECOA,2040,16.4879
RE1,DEMINDHECOA,2041,16.9131
RE1,DEMINDHECOA,2042,17.3471
RE1,DEMINDHECOA,2043,17.7902
RE1,DEMINDHECOA,2044,18.2427
RE1,DEMINDHECOA,2045,18.7051
RE1,DEMINDHECOA,2046,19.0957
RE1,DEMINDHECOA,2047,19.4982
RE1,DEMINDHECOA,2048,19.9127
RE1,DEMINDHECOA,2049,20.3393
RE1,DEMINDHECOA,2050,20.7779
RE1,DEMINDHECOA,2051,21.1199
RE1,DEMINDHECOA,2052,21.4675
RE1,DEMINDHECOA,2053,21.8207
RE1,DEMINDHECOA,2054,22.1796
RE1,DEMINDHECOA,2055,22.5444
RE1,DEMINDHECOA,2056,22.915
RE1,DEMINDHECOA,2057,23.2918
RE1,DEMINDHECOA,2058,23.6746
RE1,DEMINDHECOA,2059,24.0637
RE1,DEMINDHECOA,2060,24.4592
RE1,DEMINDHECOA,2061,24.7784
RE1,DEMINDHECOA,2062,25.1018
RE1,DEMINDHECOA,2063,25.4294
RE1,DEMINDHECOA,2064,25.7613
RE1,DEMINDHECOA,2065,26.0977
RE1,DEMINDHECOA,2066,26.4384
RE1,DEMINDHECOA,2067,26.7837
RE1,DEMINDHECOA,2068,27.1336
RE1,DEMINDHECOA,2069,27.4881
RE1,DEMINDHECOA,2070,27.8474
RE1,DEMINDHEBIO,2015,1.1391
RE1,DEMINDHEBIO,2016,1.1391
RE1,DEMINDHEBIO,2017,4.3426
RE1,DEMINDHEBIO,2018,7.5461
RE1,DEMINDHEBIO,2019,10.7496
RE1,DEMINDHEBIO,2020,13.9531
RE1,DEMINDHEBIO,2021,14.1297
RE1,DEMINDHEBIO,2022,14.3045
RE1,DEMINDHEBIO,2023,14.4779
RE1,DEMINDHEBIO,2024,14.65
RE1,DEMINDHEBIO,2025,14.8212
RE1,DEMINDHEBIO,2026,14.9767
RE1,DEMINDHEBIO,2027,15.1318
RE1,DEMINDHEBIO,2028,15.287
RE1,DEMINDHEBIO,2029,15.4421
RE1,DEMINDHEBIO,2030,15.5975
RE1,DEMINDHEBIO,2031,15.3127
RE1,DEMINDHEBIO,2032,15.0531
RE1,DEMINDHEBIO,2033,14.8151
RE1,DEMINDHEBIO,2034,14.5959
RE1,DEMINDHEBIO,2035,15.0469
RE1,DEMINDHEBIO,2036,15.0436
RE1,DEMINDHEBIO,2037,15.0375
RE1,DEMINDHEBIO,2038,15.0289
RE1,DEMINDHEBIO,2039,15.0183
RE1,DEMINDHEBIO,2040,15.0057
RE1,DEMINDHEBIO,2041,14.9308
RE1,DEMINDHEBIO,2042,14.8542
RE1,DEMINDHEBIO,2043,14.7764
RE1,DEMINDHEBIO,2044,14.6974
RE1,DEMINDHEBIO,2045,14.6176
RE1,DEMINDHEBIO,2046,14.4749
RE1,DEMINDHEBIO,2047,14.3364
RE1,DEMINDHEBIO,2048,14.2017
RE1,DEMINDHEBIO,2049,14.0705
RE1,DEMINDHEBIO,2050,13.9426
RE1,DEMINDHEBIO,2051,13.8113
RE1,DEMINDHEBIO,2052,13.6812
RE1,DEMINDHEBIO,2053,13.5523
RE1,DEMINDHEBIO,2054,13.4246
RE1,DEMINDHEBIO,2055,13.298
RE1,DEMINDHEBIO,2056,13.1726
RE1,DEMINDHEBIO,2057,13.0483
RE1,DEMINDHEBIO,2058,12.9252
RE1,DEMINDHEBIO,2059,12.8032
RE1,DEMINDHEBIO,2060,12.6823
RE1,DEMINDHEBIO,2061,12.5581
RE1,DEMINDHEBIO,2062,12.4351
RE1,DEMINDHEBIO,2063,12.3133
RE1,DEMINDHEBIO,2064,12.1927
RE1,DEMINDHEBIO,2065,12.0733
RE1,DEMINDHEBIO,2066,11.955
RE1,DEMINDHEBIO,2067,11.838
RE1,DEMINDHEBIO,2068,11.7222
RE1,DEMINDHEBIO,2069,11.6075
RE1,DEMINDHEBIO,2070,11.4941
RE1,DEMRESCKNELC,2041,0.2398
RE1,DEMRESCKNELC,2042,0.2501
RE1,DEMRESCKNELC,2043,0.2597
RE1,DEMRESCKNELC,2044,0.2597
RE1,DEMRESCKNELC,2045,0.1238
RE1,DEMRESCKNELC,2046,1.0383
RE1,DEMRESCKNELC,2047,1.1637
RE1,DEMRESCKNELC,2048,1.2591
RE1,DEMRESCKNELC,2049,1.3607
RE1,DEMRESCKNELC,2050,1.7036
RE1,DEMRESCKNELC,2051,1.7673
RE1,DEMRESCKNELC,2052,1.8546
RE1,DEMRESCKNELC,2053,1.936
RE1,DEMRESCKNELC,2054,2.02
RE1,DEMRESCKNELC,2055,2.1069
RE1,DEMRESCKNELC,2056,2.1966
RE1,DEMRESCKNELC,2057,2.2893
RE1,DEMRESCKNELC,2058,2.384
RE1,DEMRESCKNELC,2059,2.4829
RE1,DEMRESCKNELC,2060,2.5787
RE1,DEMRESCKNELC,2061,2.6519
RE1,DEMRESCKNELC,2062,2.6712
RE1,DEMRESCKNELC,2063,2.6861
RE1,DEMRESCKNELC,2064,2.7
RE1,DEMRESCKNELC,2065,2.7423
RE1,DEMRESCKNELC,2066,2.7968
RE1,DEMRESCKNELC,2067,2.5787
RE1,DEMRESCKNELC,2068,2.3886
RE1,DEMRESCKNELC,2069,2.1881
RE1,DEMRESCKNELC,2070,1.1129
RE1,DEMRESCKNBIO,2015,4.3005
RE1,DEMRESCKNBIO,2016,4.3057
RE1,DEMRESCKNBIO,2017,16.1316
RE1,DEMRESCKNBIO,2018,27.9578
RE1,DEMRESCKNBIO,2019,39.7844
RE1,DEMRESCKNBIO,2020,51.6112
RE1,DEMRESCKNBIO,2021,52.2677
RE1,DEMRESCKNBIO,2022,52.9177
RE1,DEMRESCKNBIO,2023,53.5624
RE1,DEMRESCKNBIO,2024,54.2029
RE1,DEMRESCKNBIO,2025,54.8401
RE1,DEMRESCKNBIO,2026,55.4192
RE1,DEMRESCKNBIO,2027,55.9974
RE1,DEMRESCKNBIO,2028,56.5756
RE1,DEMRESCKNBIO,2029,57.1543
RE1,DEMRESCKNBIO,2030,57.734
RE1,DEMRESCKNBIO,2031,56.6856
RE1,DEMRESCKNBIO,2032,55.7308
RE1,DEMRESCKNBIO,2033,54.8562
RE1,DEMRESCKNBIO,2034,54.051
RE1,DEMRESCKNBIO,2035,55.728
RE1,DEMRESCKNBIO,2036,55.7227
RE1,DEMRESCKNBIO,2037,55.7074
RE1,DEMRESCKNBIO,2038,55.6835
RE1,DEMRESCKNBIO,2039,55.6519
RE1,DEMRESCKNBIO,2040,55.6135
RE1,DEMRESCKNBIO,2041,55.1033
RE1,DEMRESCKNBIO,2042,54.817
RE1,DEMRESCKNBIO,2043,54.5268
RE1,DEMRESCKNBIO,2044,54.2422
RE1,DEMRESCKNBIO,2045,54.0903
RE1,DEMRESCKNBIO,2046,52.6553
RE1,DEMRESCKNBIO,2047,52.0248
RE1,DEMRESCKNBIO,2048,51.4386
RE1,DEMRESCKNBIO,2049,50.8593
RE1,DEMRESCKNBIO,2050,50.0506
RE1,DEMRESCKNBIO,2051,49.5076
RE1,DEMRESCKNBIO,2052,48.9454
RE1,DEMRESCKNBIO,2053,48.3937
RE1,DEMRESCKNBIO,2054,47.8437
RE1,DEMRESCKNBIO,2055,47.2953
RE1,DEMRESCKNBIO,2056,46.7483
RE1,DEMRESCKNBIO,2057,46.2026
RE1,DEMRESCKNBIO,2058,45.6593
RE1,DEMRESCKNBIO,2059,45.116
RE1,DEMRESCKNBIO,2060,44.5802
RE1,DEMRESCKNBIO,2061,44.0533
RE1,DEMRESCKNBIO,2062,43.5849
RE1,DEMRESCKNBIO,2063,43.1253
RE1,DEMRESCKNBIO,2064,42.6713
RE1,DEMRESCKNBIO,2065,42.1934
RE1,DEMRESCKNBIO,2066,41.7078
RE1,DEMRESCKNBIO,2067,41.4993
RE1,DEMRESCKNBIO,2068,41.2672
RE1,DEMRESCKNBIO,2069,41.0499
RE1,DEMRESCKNBIO,2070,41.7117
RE1,DEMRESHEBIO,2015,1.8431
RE1,DEMRESHEBIO,2016,1.8453
RE1,DEMRESHEBIO,2017,6.9136
RE1,DEMRESHEBIO,2018,11.9819
RE1,DEMRESHEBIO,2019,17.0504
RE1,DEMRESHEBIO,2020,22.1191
RE1,DEMRESHEBIO,2021,22.4004
RE1,DEMRESHEBIO,2022,22.679
RE1,DEMRESHEBIO,2023,22.9553
RE1,DEMRESHEBIO,2024,23.2298
RE1,DEMRESHEBIO,2025,23.5029
RE1,DEMRESHEBIO,2026,23.7511
RE1,DEMRESHEBIO,2027,23.9989
RE1,DEMRESHEBIO,2028,24.2467
RE1,DEMRESHEBIO,2029,24.4947
RE1,DEMRESHEBIO,2030,24.7431
RE1,DEMRESHEBIO,2031,24.2938
RE1,DEMRESHEBIO,2032,23.8846
RE1,DEMRESHEBIO,2033,23.5098
RE1,DEMRESHEBIO,2034,23.1647
RE1,DEMRESHEBIO,2035,23.8834
